"","gene_id","GO.ID"
"1","Acerv_evm.TU.Segkk0_pilon.12","GO:0006468"
"2","Acerv_evm.TU.Segkk0_pilon.12","GO:0004672"
"3","Acerv_evm.TU.Segkk0_pilon.12","GO:0005524"
"10","Acerv_evm.TU.Segkk100_pilon.1","GO:0006468"
"11","Acerv_evm.TU.Segkk100_pilon.1","GO:0005524"
"13","Acerv_evm.TU.Segkk100_pilon.1","GO:0004672"
"15","Acerv_evm.TU.Segkk100_pilon.1","GO:0004713"
"20","Acerv_evm.TU.Segkk1001_pilon.1","GO:0007165"
"22","Acerv_evm.TU.Segkk1001_pilon.1","GO:0005515"
"26","Acerv_evm.TU.Segkk1001_pilon.2","GO:0015074"
"27","Acerv_evm.TU.Segkk1001_pilon.2","GO:0003676"
"29","Acerv_evm.TU.Segkk1003_pilon.25","GO:0046872"
"30","Acerv_evm.TU.Segkk1003_pilon.25","GO:0004462"
"33","Acerv_evm.TU.Segkk1003_pilon.30","GO:0004252"
"34","Acerv_evm.TU.Segkk1003_pilon.30","GO:0006508"
"49","Acerv_evm.TU.Segkk1003_pilon.33","GO:0019773"
"50","Acerv_evm.TU.Segkk1003_pilon.33","GO:0006511"
"52","Acerv_evm.TU.Segkk1003_pilon.33","GO:0005839"
"56","Acerv_evm.TU.Segkk1003_pilon.33","GO:0051603"
"58","Acerv_evm.TU.Segkk1005_pilon.2","GO:0004930"
"59","Acerv_evm.TU.Segkk1005_pilon.2","GO:0016021"
"60","Acerv_evm.TU.Segkk1005_pilon.2","GO:0007186"
"72","Acerv_evm.TU.Segkk1006_pilon.1","GO:0008168"
"74","Acerv_evm.TU.Segkk1008_pilon.4","GO:0005515"
"106","Acerv_evm.TU.Segkk101_pilon.1","GO:0005515"
"111","Acerv_evm.TU.Segkk1010_pilon.11","GO:0005509"
"113","Acerv_evm.TU.Segkk1010_pilon.11","GO:0016020"
"114","Acerv_evm.TU.Segkk1010_pilon.11","GO:0005044"
"116","Acerv_evm.TU.Segkk1010_pilon.5","GO:0004930"
"119","Acerv_evm.TU.Segkk1010_pilon.5","GO:0016021"
"123","Acerv_evm.TU.Segkk1010_pilon.5","GO:0007186"
"159","Acerv_evm.TU.Segkk1011_pilon.1","GO:0005515"
"163","Acerv_evm.TU.Segkk1011_pilon.13","GO:0005515"
