"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1237","GO:0004064",3.92810004261384e-06,0.99999993885834,4,13,"arylesterase activity","MF"
"7900","GO:0038166",8.21453590846723e-06,0.999999839548027,4,15,"angiotensin-activated signaling pathway","BP"
"8633","GO:0043627",3.27479906760166e-05,0.999998253245644,5,49,"response to estrogen","BP"
"1249","GO:0004089",7.00887817282282e-05,0.999997428539973,4,23,"carbonate dehydratase activity","MF"
"8970","GO:0045177",9.24264887756612e-05,0.999989008865545,7,131,"apical part of cell","CC"
"9180","GO:0045780",0.000145016552779503,0.999997079860164,3,13,"positive regulation of bone resorption","BP"
"6688","GO:0032849",0.000252325967723122,0.999993691610257,3,15,"positive regulation of cellular pH reduction","BP"
"15863","GO:2001150",0.00029258146583717,0.999992222474743,3,16,"positive regulation of dipeptide transmembrane transport","BP"
"9543","GO:0046903",0.000303424187691907,0.999991832916725,3,16,"secretion","BP"
"8150","GO:0042475",0.000322475037760509,0.999981556817055,4,35,"odontogenesis of dentin-containing tooth","BP"
"15880","GO:2001225",0.000336551103371998,0.999990526762134,3,17,"regulation of chloride transport","BP"
"1205","GO:0004013",0.000461334814555791,0.999997299255581,2,4,"adenosylhomocysteinase activity","MF"
"4100","GO:0014017",0.000466936977385824,0.999996807001252,2,5,"neuroblast fate commitment","BP"
"4334","GO:0015670",0.000491524014077795,0.999984111797253,3,18,"carbon dioxide transport","BP"
"15463","GO:1990791",0.000553049761266714,0.999995880341658,2,5,"dorsal root ganglion development","BP"
"11402","GO:0061324",0.000667875951555395,0.999994044934781,2,6,"canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation","BP"
"6878","GO:0033353",0.000670429920192109,0.999994495116416,2,5,"S-adenosylmethionine cycle","BP"
"1760","GO:0005200",0.000708937443304743,0.999948767581069,4,51,"structural constituent of cytoskeleton","MF"
