"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"406","GO:0000413","Pocillopora_acuta_HIv1_PredGene_g16674.t1","protein peptidyl-prolyl isomerization","BP",0.036368705,-1.521950461,0.011490968,"CvsHigh","P.acuta","Hawaii","protein peptidyl-prolyl isomerization","protein metabolism","P"
"407","GO:0000413","Pocillopora_acuta_HIv1_PredGene_g16674.t2","protein peptidyl-prolyl isomerization","BP",0.036368705,-1.521950461,0.011490968,"CvsHigh","P.acuta","Hawaii","protein peptidyl-prolyl isomerization","protein metabolism","P"
"408","GO:0000413","Pocillopora_acuta_HIv1_PredGene_g16674.t2","protein peptidyl-prolyl isomerization","BP",0.036368705,-1.809857644,0.000933518,"CvsMid","P.acuta","Hawaii","protein peptidyl-prolyl isomerization","protein metabolism","P"
"409","GO:0000413","Pocillopora_acuta_HIv1_PredGene_g16674.t1","protein peptidyl-prolyl isomerization","BP",0.036368705,-1.809857644,0.000933518,"CvsMid","P.acuta","Hawaii","protein peptidyl-prolyl isomerization","protein metabolism","P"
"410","GO:0000413","Pocillopora_acuta_HIv1_PredGene_g29724.t1","protein peptidyl-prolyl isomerization","BP",0.036368705,-1.164463129,0.019794542,"CvsHigh","P.acuta","Hawaii","protein peptidyl-prolyl isomerization","protein metabolism","P"
"411","GO:0000413","Pocillopora_acuta_HIv1_PredGene_g29724.t1","protein peptidyl-prolyl isomerization","BP",0.036368705,-1.299534768,0.009012584,"CvsMid","P.acuta","Hawaii","protein peptidyl-prolyl isomerization","protein metabolism","P"
"510","GO:0000578","Pocillopora_acuta_HIv1_PredGene_g3585.t1","embryonic axis specification","BP",0.021171838,-1.252699751,0.0256623,"MidvsHigh","P.acuta","Hawaii","embryonic axis specification","developmental processes","P"
"511","GO:0000578","Pocillopora_acuta_HIv1_PredGene_g21776.t1","embryonic axis specification","BP",0.021171838,-1.219749313,0.024562906,"CvsHigh","P.acuta","Hawaii","embryonic axis specification","developmental processes","P"
"512","GO:0000578","Pocillopora_acuta_HIv1_PredGene_g3585.t1","embryonic axis specification","BP",0.021171838,-1.089958039,0.014937637,"CvsHigh","P.acuta","Hawaii","embryonic axis specification","developmental processes","P"
"827","GO:0001503","Pocillopora_acuta_HIv1_PredGene_g28764.t3","ossification","BP",0.002158103,1.457128457,0.010240527,"CvsHigh","P.acuta","Hawaii","ossification","developmental processes","P"
"828","GO:0001503","Pocillopora_acuta_HIv1_PredGene_g11568.t2","ossification","BP",0.002158103,-1.258634039,0.024435671,"CvsMid","P.acuta","Hawaii","ossification","developmental processes","P"
"829","GO:0001503","Pocillopora_acuta_HIv1_PredGene_22960_t","ossification","BP",0.002158103,1.457128457,0.010240527,"CvsHigh","P.acuta","Hawaii","ossification","developmental processes","P"
"830","GO:0001503","Pocillopora_acuta_HIv1_PredGene_g11568.t2","ossification","BP",0.002158103,-1.465594038,0.001377708,"CvsHigh","P.acuta","Hawaii","ossification","developmental processes","P"
"831","GO:0001503","Pocillopora_acuta_HIv1_PredGene_g11568.t1","ossification","BP",0.002158103,-1.258634039,0.024435671,"CvsMid","P.acuta","Hawaii","ossification","developmental processes","P"
"832","GO:0001503","Pocillopora_acuta_HIv1_PredGene_g28764.t2","ossification","BP",0.002158103,1.457128457,0.010240527,"CvsHigh","P.acuta","Hawaii","ossification","developmental processes","P"
"833","GO:0001503","Pocillopora_acuta_HIv1_PredGene_g11569.t1","ossification","BP",0.002158103,-1.071946813,0.005915677,"CvsHigh","P.acuta","Hawaii","ossification","developmental processes","P"
"834","GO:0001503","Pocillopora_acuta_HIv1_PredGene_g28764.t1","ossification","BP",0.002158103,1.457128457,0.010240527,"CvsHigh","P.acuta","Hawaii","ossification","developmental processes","P"
"835","GO:0001503","Pocillopora_acuta_HIv1_PredGene_g11568.t1","ossification","BP",0.002158103,-1.465594038,0.001377708,"CvsHigh","P.acuta","Hawaii","ossification","developmental processes","P"
"836","GO:0001503","Pocillopora_acuta_HIv1_PredGene_g30103.t1","ossification","BP",0.002158103,-2.217509256,0.008638832,"CvsHigh","P.acuta","Hawaii","ossification","developmental processes","P"
"884","GO:0001558","Pocillopora_acuta_HIv1_PredGene_22960_t","regulation of cell growth","BP",0.006233528,1.457128457,0.010240527,"CvsHigh","P.acuta","Hawaii","regulation of cell growth","other biological processes","P"
"885","GO:0001558","Pocillopora_acuta_HIv1_PredGene_g28764.t2","regulation of cell growth","BP",0.006233528,1.457128457,0.010240527,"CvsHigh","P.acuta","Hawaii","regulation of cell growth","other biological processes","P"
"886","GO:0001558","Pocillopora_acuta_HIv1_PredGene_g28764.t3","regulation of cell growth","BP",0.006233528,1.457128457,0.010240527,"CvsHigh","P.acuta","Hawaii","regulation of cell growth","other biological processes","P"
"887","GO:0001558","Pocillopora_acuta_HIv1_PredGene_g18651.t1","regulation of cell growth","BP",0.006233528,-1.277589918,0.020011045,"CvsMid","P.acuta","Hawaii","regulation of cell growth","other biological processes","P"
"888","GO:0001558","Pocillopora_acuta_HIv1_PredGene_g28764.t1","regulation of cell growth","BP",0.006233528,1.457128457,0.010240527,"CvsHigh","P.acuta","Hawaii","regulation of cell growth","other biological processes","P"
"960","GO:0001654","Pocillopora_acuta_HIv1_PredGene_g17591.t1","eye development","BP",2.16e-06,1.089399705,0.0018852,"CvsHigh","P.acuta","Hawaii","eye development","developmental processes","P"
"961","GO:0001654","Pocillopora_acuta_HIv1_PredGene_g3585.t1","eye development","BP",2.16e-06,-1.089958039,0.014937637,"CvsHigh","P.acuta","Hawaii","eye development","developmental processes","P"
