gene_id,length
Montipora_capitata_PredGene_adi2mcaRNA38900_R1.t1,297
Montipora_capitata_PredGene_g21451.t1,813
Montipora_capitata_PredGene_g17667.t1,405
Montipora_capitata_PredGene_g46026.t1,207
Montipora_capitata_PredGene_g46027.t1,204
Montipora_capitata_PredGene_g19411.t1,336
Montipora_capitata_PredGene_g63716.t1,2301
Montipora_capitata_PredGene_g63717.t1,593
Montipora_capitata_PredGene_adi2mcaRNA36820_R6.t1,575
Montipora_capitata_PredGene_adi2mcaRNA1913_R1.t1,927
Montipora_capitata_PredGene_g38683.t1,607
Montipora_capitata_PredGene_g15124.t1,669
Montipora_capitata_PredGene_g15223.t1,486
Montipora_capitata_PredGene_g15222.t1,415
Montipora_capitata_PredGene_g15221.t1,1395
Montipora_capitata_PredGene_g15220.t1,438
Montipora_capitata_PredGene_g15219.t1,423
Montipora_capitata_PredGene_g15218.t1,513
Montipora_capitata_PredGene_g15217.t1,252
Montipora_capitata_PredGene_g15216.t1,1224
Montipora_capitata_PredGene_adi2mcaRNA14342_R6.t1,399
Montipora_capitata_PredGene_adi2mcaRNA25527_R0.t1,1351
Montipora_capitata_PredGene_g6389.t1,291
Montipora_capitata_PredGene_g56046.t1,248
Montipora_capitata_PredGene_g67979.t1,1273
Montipora_capitata_PredGene_g67978.t1,1137
Montipora_capitata_PredGene_g16813.t1,431
Montipora_capitata_PredGene_g41546.t1,2024
Montipora_capitata_PredGene_adi2mcaRNA21139_R8.t1,1044
Montipora_capitata_PredGene_g27485.t1,645
Montipora_capitata_PredGene_g63404.t1,516
Montipora_capitata_PredGene_g7019.t1,516
Montipora_capitata_PredGene_g7020.t1,516
Montipora_capitata_PredGene_adi2mcaRNA16509_R1.t1,421
Montipora_capitata_PredGene_adi2mcaRNA16510_R2.t1,351
Montipora_capitata_PredGene_g19562.t1,498
Montipora_capitata_PredGene_g19561.t1,400
Montipora_capitata_PredGene_g4495.t1,364
Montipora_capitata_PredGene_g19560.t1,357
Montipora_capitata_PredGene_g56684.t1,231
Montipora_capitata_PredGene_g11251.t1,294
Montipora_capitata_PredGene_g56667.t1,304
Montipora_capitata_PredGene_g63595.t1,511
Montipora_capitata_PredGene_g56670.t1,924
Montipora_capitata_PredGene_g8533.t1,297
Montipora_capitata_PredGene_g10660.t1,360
Montipora_capitata_PredGene_adi2mcaRNA35599_R9.t1,3163
Montipora_capitata_PredGene_g10658.t1,3129
Montipora_capitata_PredGene_g18255.t1,1511
Montipora_capitata_PredGene_g18254.t1,931
Montipora_capitata_PredGene_g9984.t1,448
Montipora_capitata_PredGene_g9985.t1,273
Montipora_capitata_PredGene_g15143.t1,533
Montipora_capitata_PredGene_g16626.t1,942
Montipora_capitata_PredGene_g16625.t1,1875
Montipora_capitata_PredGene_g16624.t1,879
Montipora_capitata_PredGene_g12662.t1,2355
Montipora_capitata_PredGene_g18074.t1,1227
Montipora_capitata_PredGene_g5513.t1,879
