"","gene_id","scaffold","gene.start","gene.stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Treatment_Compare"
"2","Mcavernosa00001","Sc0000007",323,85594,85271,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC","CvsT3"
"4","Mcavernosa00017","Sc0000007",216365,232612,16247,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"8","Mcavernosa00101","Sc0000007",1142696,1150751,8055,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"10","Mcavernosa00137","Sc0000008",86056,98324,12268,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"15","Mcavernosa00274","Sc0000008",1223773,1236784,13011,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"16","Mcavernosa00276","Sc0000008",1253295,1271714,18419,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"17","Mcavernosa00277","Sc0000008",1279334,1290054,10720,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"18","Mcavernosa00278","Sc0000008",1292858,1295135,2277,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"19","Mcavernosa00279","Sc0000008",1296782,1310324,13542,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"20","Mcavernosa00314","Sc0000009",234583,254352,19769,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"21","Mcavernosa00348","Sc0000009",579634,580245,611,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"22","Mcavernosa00358","Sc0000009",661272,662153,881,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"28","Mcavernosa00377","Sc0000009",814228,824360,10132,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"29","Mcavernosa00381","Sc0000009",854831,858756,3925,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"30","Mcavernosa00385","Sc0000009",903681,909286,5605,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"31","Mcavernosa00418","Sc0000009",1170491,1176565,6074,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"32","Mcavernosa00420","Sc0000009",1176321,1188962,12641,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"33","Mcavernosa00425","Sc0000009",1220982,1225969,4987,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"36","Mcavernosa00514","Sc0000010",702525,708015,5490,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"37","Mcavernosa00557","Sc0000010",1347520,1350608,3088,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"40","Mcavernosa00576","Sc0000011",241744,248957,7213,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"43","Mcavernosa00672","Sc0000012",7133,12885,5752,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"45","Mcavernosa00695","Sc0000012",220347,257275,36928,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"48","Mcavernosa00809","Sc0000013",514133,523374,9241,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"50","Mcavernosa00872","Sc0000013",1150332,1152664,2332,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"51","Mcavernosa00875","Sc0000013",1170000,1176951,6951,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"52","Mcavernosa00876","Sc0000013",1177134,1178116,982,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"53","Mcavernosa00877","Sc0000013",1185733,1190093,4360,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"54","Mcavernosa00879","Sc0000013",1199013,1200951,1938,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"55","Mcavernosa00880","Sc0000013",1202690,1210480,7790,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"62","Mcavernosa01006","Sc0000015",40891,66479,25588,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"63","Mcavernosa01045","Sc0000015",388912,393355,4443,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"66","Mcavernosa01118","Sc0000015",924338,947848,23510,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"67","Mcavernosa01131","Sc0000015",1111529,1113585,2056,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"68","Mcavernosa01144","Sc0000015",1251451,1260264,8813,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"69","Mcavernosa01346","Sc0000017",263118,264710,1592,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"79","Mcavernosa01628","xfSc0000001",613118,617435,4317,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"80","Mcavernosa01649","xfSc0000001",783463,784846,1383,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"89","Mcavernosa01769","Sc0000019",1060688,1077632,16944,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"94","Mcavernosa01901","Sc0000021",532850,539942,7092,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"95","Mcavernosa01990","Sc0000022",295487,302473,6986,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"96","Mcavernosa02052","Sc0000022",845201,855735,10534,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"108","Mcavernosa02225","Sc0000072",557900,560738,2838,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"112","Mcavernosa02336","Sc0000074",561173,574532,13359,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"115","Mcavernosa02360","Sc0000074",756987,769461,12474,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"118","Mcavernosa02388","Sc0000075",321305,329928,8623,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"119","Mcavernosa02411","Sc0000075",661027,662345,1318,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"120","Mcavernosa02416","Sc0000075",689033,693057,4024,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"126","Mcavernosa02559","Sc0000078",154172,166093,11921,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"127","Mcavernosa02582","Sc0000078",355483,364515,9032,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"128","Mcavernosa02584","Sc0000078",370804,376308,5504,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"134","Mcavernosa02676","Sc0000079",607704,630872,23168,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"140","Mcavernosa02865","Sc0000081",616149,626954,10805,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"141","Mcavernosa02905","Sc0000082",211155,222001,10846,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"142","Mcavernosa02934","Sc0000082",494543,507224,12681,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"147","Mcavernosa03001","Sc0000083",415281,425197,9916,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"153","Mcavernosa03080","Sc0000084",653711,660153,6442,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"154","Mcavernosa03112","Sc0000085",208425,226898,18473,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"155","Mcavernosa03120","Sc0000085",336573,339574,3001,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"157","Mcavernosa03130","Sc0000085",484844,488046,3202,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"158","Mcavernosa03251","Sc0000024",246153,247064,911,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"159","Mcavernosa03256","Sc0000024",273112,274902,1790,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"160","Mcavernosa03288","Sc0000024",620282,626904,6622,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"161","Mcavernosa03303","Sc0000024",786430,797536,11106,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"165","Mcavernosa03485","Sc0000026",530576,535682,5106,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"167","Mcavernosa03548","Sc0000027",289496,291552,2056,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"170","Mcavernosa03610","Sc0000027",1104482,1110809,6327,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"173","Mcavernosa03680","Sc0000028",793581,795524,1943,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"174","Mcavernosa03687","Sc0000028",859729,863401,3672,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"175","Mcavernosa03712","Sc0000029",138723,141332,2609,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"176","Mcavernosa03718","Sc0000029",243443,246394,2951,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"177","Mcavernosa03740","Sc0000029",482705,489038,6333,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"183","Mcavernosa03810","Sc0000030",365604,370260,4656,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"184","Mcavernosa03814","Sc0000030",393119,399941,6822,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"185","Mcavernosa03856","Sc0000030",829060,837595,8535,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"187","Mcavernosa04043","Sc0000032",761885,767367,5482,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"188","Mcavernosa04105","Sc0000033",560093,563157,3064,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"194","Mcavernosa04263","Sc0000101",423744,424430,686,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"196","Mcavernosa04280","Sc0000101",554604,556821,2217,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"197","Mcavernosa04310","Sc0000102",244763,261063,16300,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"198","Mcavernosa04429","Sc0000104",483326,494110,10784,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"205","Mcavernosa04561","Sc0000107",234202,243724,9522,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"211","Mcavernosa04846","xpSc0004674",602039,617273,15234,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"212","Mcavernosa04848","xpSc0004674",620052,632493,12441,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"214","Mcavernosa04856","Sc0000112",107607,109109,1502,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"223","Mcavernosa05151","Sc0000117",11905,15314,3409,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"224","Mcavernosa05152","Sc0000117",35503,39220,3717,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"225","Mcavernosa05153","Sc0000117",43242,46771,3529,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"226","Mcavernosa05154","Sc0000117",52891,60374,7483,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"227","Mcavernosa05155","Sc0000117",68302,71579,3277,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"228","Mcavernosa05185","Sc0000117",491498,507472,15974,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"230","Mcavernosa05381","Sc0000120",608749,611589,2840,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"237","Mcavernosa05673","Sc0000126",207143,217867,10724,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"239","Mcavernosa05711","Sc0000127",30880,47290,16410,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"245","Mcavernosa05827","Sc0000129",522474,542966,20492,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"254","Mcavernosa06080","Sc0000135",93923,95473,1550,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"255","Mcavernosa06100","Sc0000135",245700,250948,5248,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"256","Mcavernosa06108","Sc0000135",308009,315109,7100,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"259","Mcavernosa06192","Sc0000000",65864,82451,16587,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"260","Mcavernosa06203","Sc0000000",197173,219424,22251,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"265","Mcavernosa06471","Sc0000001",1504721,1533601,28880,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"266","Mcavernosa06481","Sc0000001",1689505,1690512,1007,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"267","Mcavernosa06483","Sc0000001",1704065,1712175,8110,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"279","Mcavernosa06792","Sc0000003",1503140,1506426,3286,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"280","Mcavernosa06939","Sc0000004",1361974,1367042,5068,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"281","Mcavernosa06950","Sc0000004",1485806,1503250,17444,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"286","Mcavernosa07043","Sc0000005",885430,890932,5502,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"287","Mcavernosa07080","Sc0000005",1180880,1184674,3794,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"292","Mcavernosa07182","Sc0000006",948551,956508,7957,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"299","Mcavernosa07288","Sc0000035",761172,775232,14060,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"300","Mcavernosa07349","Sc0000036",737636,777070,39434,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"302","Mcavernosa07470","Sc0000037",578643,584876,6233,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"312","Mcavernosa07663","Sc0000039",3239,5948,2709,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"314","Mcavernosa07687","Sc0000039",178725,179393,668,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"315","Mcavernosa07714","Sc0000039",460006,476142,16136,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"321","Mcavernosa07924","Sc0000042",185293,186192,899,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"327","Mcavernosa08103","Sc0000043",638581,640378,1797,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"331","Mcavernosa08178","Sc0000044",507684,536615,28931,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"332","Mcavernosa08187","Sc0000044",628962,644644,15682,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"333","Mcavernosa08189","Sc0000044",657026,661660,4634,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"336","Mcavernosa08225","Sc0000045",173360,200110,26750,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"338","Mcavernosa08293","Sc0000194",131141,141048,9907,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"342","Mcavernosa08346","Sc0000196",9308,11884,2576,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"346","Mcavernosa08563","Sc0000199",295207,306656,11449,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"347","Mcavernosa08566","Sc0000199",335450,344268,8818,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"350","Mcavernosa08615","Sc0000200",432542,437007,4465,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"351","Mcavernosa08616","Sc0000200",438741,449692,10951,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"353","Mcavernosa08693","Sc0000202",184637,188626,3989,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"355","Mcavernosa08759","Sc0000203",316470,350683,34213,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"358","Mcavernosa08827","xfSc0000010",331453,375240,43787,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"359","Mcavernosa08862","Sc0000205",321627,329195,7568,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"360","Mcavernosa08900","Sc0000206",350444,351969,1525,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"361","Mcavernosa08925","Sc0000207",264883,287515,22632,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"362","Mcavernosa08963","Sc0000208",212652,216926,4274,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"363","Mcavernosa09007","Sc0000209",251693,256618,4925,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"364","Mcavernosa09132","Sc0000213",6785,16909,10124,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"372","Mcavernosa09289","Sc0000458",248369,255873,7504,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"375","Mcavernosa09363","Sc0000461",106323,111786,5463,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"376","Mcavernosa09436","Sc0000464",119027,126984,7957,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"385","Mcavernosa09975","Sc0000487",207499,222536,15037,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"387","Mcavernosa10032","Sc0000490",185804,186764,960,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"389","Mcavernosa10156","Sc0000495",199572,205480,5908,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"390","Mcavernosa10167","Sc0000496",123161,131081,7920,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"393","Mcavernosa10274","Sc0000419",216602,223624,7022,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"394","Mcavernosa10279","Sc0000419",241913,246037,4124,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"395","Mcavernosa10296","Sc0000420",44699,47305,2606,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
"400","Mcavernosa10300","Sc0000420",90777,101186,10409,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC",NA
