,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology
41,GO:0006807,0.017626361,0.998905622,2,44,nitrogen compound metabolic process,BP
57,GO:0010634,0.005596614,0.999813865,2,25,positive regulation of epithelial cell migration,BP
61,GO:0010976,0.032260528,0.99721396,2,58,positive regulation of neuron projection development,BP
62,GO:0014032,0.001144569,0.999984772,2,10,neural crest cell development,BP
83,GO:0022900,0.001919699,0.999964986,2,14,electron transport chain,BP
121,GO:0043547,0.013626736,0.999265012,2,38,positive regulation of GTPase activity,BP
135,GO:0048592,0.000512722,0.99999584,2,7,eye morphogenesis,BP
139,GO:0050877,0.027694513,0.997800457,2,54,nervous system process,BP
152,GO:0060041,0.012608109,0.999348519,2,36,retina development in camera-type eye,BP
164,GO:0070257,7.15E-05,0.999999886,2,3,positive regulation of mucus secretion,BP
211,GO:1990090,0.006368957,0.999773575,2,25,cellular response to nerve growth factor stimulus,BP
1,GO:0000422,0.024445749,0.99976253,1,5,autophagy of mitochondrion,BP
4,GO:0001502,0.043304951,0.999156294,1,10,cartilage condensation,BP
5,GO:0001550,0.005289377,1,1,1,ovarian cumulus expansion,BP
6,GO:0001770,0.005106591,1,1,1,establishment of natural killer cell polarity,BP
8,GO:0001782,0.026048226,0.999719039,1,6,B cell homeostasis,BP
9,GO:0001880,0.010454942,0.99997298,1,2,Mullerian duct regression,BP
11,GO:0002090,0.029506907,0.999628746,1,7,regulation of receptor internalization,BP
12,GO:0002281,0.022248911,0.999803472,1,5,macrophage activation involved in immune response,BP
13,GO:0002315,0.013569657,0.999939259,1,3,marginal zone B cell differentiation,BP
14,GO:0003183,0.015257808,0.999923147,1,3,mitral valve morphogenesis,BP
15,GO:0003186,0.005289377,1,1,1,tricuspid valve morphogenesis,BP
16,GO:0003215,0.029716596,0.999633791,1,6,cardiac right ventricle morphogenesis,BP
17,GO:0003222,0.022580629,0.99979754,1,5,ventricular trabecula myocardium morphogenesis,BP
18,GO:0003223,0.024379728,0.999763818,1,5,ventricular compact myocardium morphogenesis,BP
19,GO:0003272,0.010683252,0.999971784,1,2,endocardial cushion formation,BP
34,GO:0006071,0.031802858,0.999568331,1,7,glycerol metabolic process,BP
35,GO:0006426,0.00377484,1,1,1,glycyl-tRNA aminoacylation,BP
36,GO:0006497,0.021325233,0.999830738,1,4,protein lipidation,BP
37,GO:0006513,0.047496768,0.998973298,1,11,protein monoubiquitination,BP
38,GO:0006544,0.018851804,0.999867866,1,4,glycine metabolic process,BP
39,GO:0006641,0.03877324,0.999333048,1,9,triglyceride metabolic process,BP
40,GO:0006703,0.020076201,0.999850066,1,4,estrogen biosynthetic process,BP
42,GO:0007178,0.033629173,0.99951698,1,7,transmembrane receptor protein serine/threonine kinase signaling pathway,BP
43,GO:0007398,0.01918799,0.999863091,1,4,ectoderm development,BP
44,GO:0007525,0.011051174,0.99995976,1,3,somatic muscle development,BP
45,GO:0007606,0.016289886,0.999901447,1,4,sensory perception of chemical stimulus,BP
46,GO:0007635,0.023269311,0.999784941,1,5,chemosensory behavior,BP
52,GO:0009411,0.049569621,0.99889186,1,10,response to UV,BP
55,GO:0010102,0.003669778,1,1,1,lateral root morphogenesis,BP
56,GO:0010499,0.016437567,0.999899646,1,4,proteasomal ubiquitin-independent protein catabolic process,BP
58,GO:0010811,0.035030598,0.999475592,1,7,positive regulation of cell-substrate adhesion,BP
