"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"28","GO:0005085",0.00554326948461673,0.999548951049672,3,76,"guanyl-nucleotide exchange factor activity","MF"
"32","GO:0005769",0.0146257994914612,0.998291799241756,3,108,"early endosome","CC"
"119","GO:0043167",0.0175071864167264,0.99781070268363,3,117,"ion binding","MF"
"33","GO:0005912",0.0103029735867807,0.999522733805333,2,33,"adherens junction","CC"
"41","GO:0006807",0.0176263611419219,0.998905621794304,2,44,"nitrogen compound metabolic process","BP"
"47","GO:0008137",0.00263301972619241,0.999942334309817,2,17,"NADH dehydrogenase (ubiquinone) activity","MF"
"50","GO:0009055",0.0108954554562625,0.999479650120068,2,34,"electron transfer activity","MF"
"54","GO:0009897",0.0294539516678126,0.997581050894306,2,55,"external side of plasma membrane","CC"
"57","GO:0010634",0.00559661385999873,0.999813864892331,2,25,"positive regulation of epithelial cell migration","BP"
"61","GO:0010976",0.0322605276408956,0.99721396012099,2,58,"positive regulation of neuron projection development","BP"
"62","GO:0014032",0.0011445692947202,0.999984772299196,2,10,"neural crest cell development","BP"
"83","GO:0022900",0.00191969934452142,0.999964986435605,2,14,"electron transport chain","BP"
"84","GO:0030027",0.0385527288691505,0.996324313393577,2,65,"lamellipodium","CC"
"120","GO:0043226",0.0255123079804608,0.998062737522963,2,52,"organelle","CC"
"121","GO:0043547",0.0136267357849581,0.999265012352991,2,38,"positive regulation of GTPase activity","BP"
"135","GO:0048592",0.000512721640645256,0.999995840349784,2,7,"eye morphogenesis","BP"
"137","GO:0050660",0.0309707540076524,0.997382278102247,2,59,"flavin adenine dinucleotide binding","MF"
"139","GO:0050877",0.0276945134827111,0.997800456515268,2,54,"nervous system process","BP"
"152","GO:0060041",0.0126081088579642,0.99934851916341,2,36,"retina development in camera-type eye","BP"
"164","GO:0070257",7.14626546270518e-05,0.999999886059829,2,3,"positive regulation of mucus secretion","BP"
"211","GO:1990090",0.00636895694398089,0.999773574798868,2,25,"cellular response to nerve growth factor stimulus","BP"
"1","GO:0000422",0.0244457489642103,0.999762530332952,1,5,"autophagy of mitochondrion","BP"
"2","GO:0000502",0.030201637024793,0.999621664334005,1,6,"proteasome complex","CC"
"3","GO:0000786",0.0426349359737887,0.999192372226168,1,9,"nucleosome","CC"
"4","GO:0001502",0.0433049514227488,0.999156294463737,1,10,"cartilage condensation","BP"
"5","GO:0001550",0.00528937695178148,1,1,1,"ovarian cumulus expansion","BP"
"6","GO:0001770",0.00510659111748354,1,1,1,"establishment of natural killer cell polarity","BP"
"7","GO:0001772",0.0350084597695118,0.999465462660195,1,8,"immunological synapse","CC"
"8","GO:0001782",0.0260482257794153,0.99971903946317,1,6,"B cell homeostasis","BP"
"9","GO:0001880",0.0104549422346041,0.999972979870664,1,2,"Mullerian duct regression","BP"
"10","GO:0001931",0.0170558006577591,0.999891926500933,1,4,"uropod","CC"
"11","GO:0002090",0.0295069066276025,0.999628745604492,1,7,"regulation of receptor internalization","BP"
"12","GO:0002281",0.0222489106658009,0.999803471935877,1,5,"macrophage activation involved in immune response","BP"
"13","GO:0002315",0.0135696569826712,0.999939259357914,1,3,"marginal zone B cell differentiation","BP"
"14","GO:0003183",0.0152578082109687,0.999923147033322,1,3,"mitral valve morphogenesis","BP"
"15","GO:0003186",0.00528937695178148,1,1,1,"tricuspid valve morphogenesis","BP"
"16","GO:0003215",0.0297165963330392,0.999633790672342,1,6,"cardiac right ventricle morphogenesis","BP"
"17","GO:0003222",0.022580629226894,0.999797540266169,1,5,"ventricular trabecula myocardium morphogenesis","BP"
"18","GO:0003223",0.0243797283367982,0.999763817719915,1,5,"ventricular compact myocardium morphogenesis","BP"
"19","GO:0003272",0.0106832523838366,0.999971783579444,1,2,"endocardial cushion formation","BP"
"20","GO:0003785",0.0472566631304238,0.998993758800767,1,10,"actin monomer binding","MF"
"21","GO:0004081",0.00812198803532114,0.99998371265468,1,2,"bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity","MF"
"22","GO:0004370",0.00504163952258754,1,1,1,"glycerol kinase activity","MF"
"23","GO:0004675",0.00974673163076518,0.999976525051003,1,2,"transmembrane receptor protein serine/threonine kinase activity","MF"
"24","GO:0004698",0.0215441919564352,0.999815778161673,1,5,"calcium-dependent protein kinase C activity","MF"
"25","GO:0004699",0.00911092352785795,0.999979494511935,1,2,"calcium-independent protein kinase C activity","MF"
"26","GO:0004820",0.00377484049634302,1,1,1,"glycine-tRNA ligase activity","MF"
"27","GO:0005025",0.0143942200141092,0.99993162751898,1,3,"transforming growth factor beta receptor activity, type I","MF"
"29","GO:0005244",0.0356983293200588,0.999444038285108,1,8,"voltage-gated ion channel activity","MF"
"30","GO:0005542",0.0200483522935589,0.999850483150814,1,4,"folic acid binding","MF"
"31","GO:0005545",0.0447991388980873,0.999096549148177,1,10,"1-phosphatidylinositol binding","MF"
"34","GO:0006071",0.0318028581071378,0.999568330823136,1,7,"glycerol metabolic process","BP"
"35","GO:0006426",0.00377484049634302,1,1,1,"glycyl-tRNA aminoacylation","BP"
"36","GO:0006497",0.0213252332482076,0.999830738296139,1,4,"protein lipidation","BP"
"37","GO:0006513",0.0474967675517345,0.998973298454541,1,11,"protein monoubiquitination","BP"
"38","GO:0006544",0.0188518041524188,0.999867865739705,1,4,"glycine metabolic process","BP"
"39","GO:0006641",0.0387732401298491,0.99933304797323,1,9,"triglyceride metabolic process","BP"
"40","GO:0006703",0.0200762010930417,0.999850065686117,1,4,"estrogen biosynthetic process","BP"
"42","GO:0007178",0.0336291730746741,0.999516979708462,1,7,"transmembrane receptor protein serine/threonine kinase signaling pathway","BP"
"43","GO:0007398",0.0191879899017756,0.999863091237858,1,4,"ectoderm development","BP"
"44","GO:0007525",0.0110511743719755,0.999959759816441,1,3,"somatic muscle development","BP"
"45","GO:0007606",0.0162898858131305,0.999901447304855,1,4,"sensory perception of chemical stimulus","BP"
"46","GO:0007635",0.0232693112959128,0.999784941191091,1,5,"chemosensory behavior","BP"
"48","GO:0008519",0.0280219981921447,0.999674588736258,1,6,"ammonium transmembrane transporter activity","MF"
"49","GO:0008641",0.0145986780765393,0.999929664809453,1,3,"ubiquitin-like modifier activating enzyme activity","MF"
"51","GO:0009277",0.0091979546267608,0.999979099957193,1,2,"fungal-type cell wall","CC"
"52","GO:0009411",0.0495696205512648,0.998891860423867,1,10,"response to UV","BP"
"53","GO:0009505",0.0143853951340217,0.99993171160467,1,3,"plant-type cell wall","CC"
"55","GO:0010102",0.00366977801489268,1,1,1,"lateral root morphogenesis","BP"
"56","GO:0010499",0.0164375671391085,0.999899645930707,1,4,"proteasomal ubiquitin-independent protein catabolic process","BP"
"58","GO:0010811",0.0350305976439402,0.99947559174446,1,7,"positive regulation of cell-substrate adhesion","BP"
"59","GO:0010862",0.0435663201598523,0.999145993544438,1,10,"positive regulation of pathway-restricted SMAD protein phosphorylation","BP"
"60","GO:0010917",0.0260928685694574,0.999718070521439,1,6,"negative regulation of mitochondrial membrane potential","BP"
"63","GO:0014912",0.0199358963488429,0.999852162939831,1,4,"negative regulation of smooth muscle cell migration","BP"
"64","GO:0015299",0.0175220740770618,0.999885913871514,1,4,"solute:proton antiporter activity","MF"
"65","GO:0015918",0.0328416771855385,0.999539480423723,1,7,"sterol transport","BP"
"66","GO:0015966",0.00909038181802042,0.999979587086614,1,2,"diadenosine tetraphosphate biosynthetic process","BP"
"67","GO:0016032",0.0282304903594218,0.999669700640142,1,6,"viral process","BP"
"68","GO:0016203",0.0169536878861784,0.999893221369716,1,4,"muscle attachment","BP"
"69","GO:0016504",0.0340658011898242,0.999494047914926,1,8,"peptidase activator activity","MF"
"70","GO:0016600",0.0277394173333058,0.999681155025668,1,6,"flotillin complex","CC"
"71","GO:0016805",0.0237298967477823,0.999776300729791,1,5,"dipeptidase activity","MF"
"72","GO:0018991",0.0290988138638099,0.999648946288809,1,6,"oviposition","BP"
"73","GO:0019001",0.0370453749215416,0.999400973776754,1,8,"guanyl nucleotide binding","MF"
