"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"58","GO:0005515",4.55882921845145e-116,1,80,80,"protein binding","MF"
"59","GO:0005524",2.32907656908861e-37,1,25,25,"ATP binding","MF"
"35","GO:0004672",0,1,15,15,"protein kinase activity","MF"
"44","GO:0004930",0,1,15,15,"G protein-coupled receptor activity","MF"
"129","GO:0008270",0,1,15,15,"zinc ion binding","MF"
"11","GO:0003676",0,1,10,10,"nucleic acid binding","MF"
"37","GO:0004713",7.43980754955202e-13,1,8,8,"protein tyrosine kinase activity","MF"
"57","GO:0005509",4.40274315060415e-12,1,8,8,"calcium ion binding","MF"
"60","GO:0005525",3.66775810938267e-12,1,8,8,"GTP binding","MF"
"13","GO:0003700",1.50935961164739e-10,1,7,7,"DNA-binding transcription factor activity","MF"
"176","GO:0016787",4.16634370844935e-10,1,7,7,"hydrolase activity","MF"
"21","GO:0003924",2.89515814022128e-09,1,6,6,"GTPase activity","MF"
"12","GO:0003677",1.39255035582582e-07,1,5,5,"DNA binding","MF"
"18","GO:0003824",3.80630945264323e-08,1,5,5,"catalytic activity","MF"
"163","GO:0016491",7.40020079886829e-08,1,5,5,"oxidoreductase activity","MF"
"208","GO:0046872",1.92102818190639e-07,1,5,5,"metal ion binding","MF"
"15","GO:0003723",1.20929554067477e-06,1,4,4,"RNA binding","MF"
"16","GO:0003735",3.9594286143426e-06,1,4,4,"structural constituent of ribosome","MF"
"22","GO:0003950",1.22128963638952e-06,1,4,4,"NAD+ ADP-ribosyltransferase activity","MF"
"43","GO:0004888",1.03215887517103e-06,1,4,4,"transmembrane signaling receptor activity","MF"
"126","GO:0008237",1.10079518269249e-06,1,4,4,"metallopeptidase activity","MF"
"179","GO:0016887",1.43742768325253e-06,1,4,4,"ATPase activity","MF"
"184","GO:0022857",1.83973803155488e-06,1,4,4,"transmembrane transporter activity","MF"
"30","GO:0004252",4.49624186930856e-05,1,3,3,"serine-type endopeptidase activity","MF"
"132","GO:0008289",3.43370475472157e-05,1,3,3,"lipid binding","MF"
"177","GO:0016791",4.02844398176944e-05,1,3,3,"phosphatase activity","MF"
"205","GO:0043565",3.14695262282064e-05,1,3,3,"sequence-specific DNA binding","MF"
"29","GO:0004222",0.00110881784793199,1,2,2,"metalloendopeptidase activity","MF"
"31","GO:0004386",0.000998000960399258,1,2,2,"helicase activity","MF"
"34","GO:0004553",0.00142985426541456,1,2,2,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"38","GO:0004725",0.00107751936713314,1,2,2,"protein tyrosine phosphatase activity","MF"
"42","GO:0004867",0.00103505498306594,1,2,2,"serine-type endopeptidase inhibitor activity","MF"
"46","GO:0005102",0.00220424694765822,1,2,2,"signaling receptor binding","MF"
"47","GO:0005200",0.00196923581363991,1,2,2,"structural constituent of cytoskeleton","MF"
"49","GO:0005216",0.000998954871354121,1,2,2,"ion channel activity","MF"
"52","GO:0005249",0.000998954871354121,1,2,2,"voltage-gated potassium channel activity","MF"
"55","GO:0005506",0.00138675135545213,1,2,2,"iron ion binding","MF"
"56","GO:0005507",0.00186793341547986,1,2,2,"copper ion binding","MF"
"121","GO:0008138",0.00107751936713314,1,2,2,"protein tyrosine/serine/threonine phosphatase activity","MF"
"122","GO:0008146",0.0022902068483408,1,2,2,"sulfotransferase activity","MF"
"134","GO:0008376",0.00121395869431733,1,2,2,"acetylgalactosaminyltransferase activity","MF"
"170","GO:0016702",0.00117178486033722,1,2,2,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"171","GO:0016705",0.00138675135545213,1,2,2,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"183","GO:0020037",0.00138675135545213,1,2,2,"heme binding","MF"
"190","GO:0030246",0.00129524396996509,1,2,2,"carbohydrate binding","MF"
"212","GO:0050660",0.00120058390275393,1,2,2,"flavin adenine dinucleotide binding","MF"
"218","GO:0051537",0.00221033181131201,1,2,2,"2 iron, 2 sulfur cluster binding","MF"
"4","GO:0000166",0.0316312485052222,1,1,1,"nucleotide binding","MF"
"5","GO:0000287",0.0316406052661685,1,1,1,"magnesium ion binding","MF"
"7","GO:0000976",0.0316345496713618,1,1,1,"transcription regulatory region sequence-specific DNA binding","MF"
"8","GO:0000977",0.0316331258735118,1,1,1,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"9","GO:0000981",0.0406946940677567,1,1,1,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"14","GO:0003712",0.0446277512374732,1,1,1,"transcription coregulator activity","MF"
"17","GO:0003755",0.0319975997286393,1,1,1,"peptidyl-prolyl cis-trans isomerase activity","MF"
"19","GO:0003868",0.0316335862438309,1,1,1,"4-hydroxyphenylpyruvate dioxygenase activity","MF"
"20","GO:0003899",0.0342602237955168,1,1,1,"DNA-directed 5'-3' RNA polymerase activity","MF"
"23","GO:0003993",0.0316387083846393,1,1,1,"acid phosphatase activity","MF"
"24","GO:0004044",0.0334780658815923,1,1,1,"amidophosphoribosyltransferase activity","MF"
"25","GO:0004045",0.0379713657128543,1,1,1,"aminoacyl-tRNA hydrolase activity","MF"
"26","GO:0004089",0.0318350511875513,1,1,1,"carbonate dehydratase activity","MF"
"27","GO:0004114",0.0316234916687775,1,1,1,"3',5'-cyclic-nucleotide phosphodiesterase activity","MF"
"28","GO:0004176",0.0316330880291484,1,1,1,"ATP-dependent peptidase activity","MF"
"32","GO:0004421",0.0322054359198057,1,1,1,"hydroxymethylglutaryl-CoA synthase activity","MF"
"33","GO:0004499",0.0377160435090376,1,1,1,"N,N-dimethylaniline monooxygenase activity","MF"
