"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"4881","GO:0032813",0.000375161286076861,1,1,1,"tumor necrosis factor receptor superfamily binding","MF"
"8722","GO:0071944",0.00050080832308553,0.99999580042469,2,83,"cell periphery","CC"
"7197","GO:0050655",0.000761440159945576,0.999999873122902,1,2,"dermatan sulfate proteoglycan metabolic process","BP"
"6859","GO:0047756",0.00152833968062482,0.999999233048408,1,4,"chondroitin 4-sulfotransferase activity","MF"
"4940","GO:0033037",0.00226062380349728,0.999998135077315,1,6,"polysaccharide localization","BP"
"7198","GO:0050659",0.00226062380349728,0.999998135077315,1,6,"N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity","MF"
"8699","GO:0071864",0.00303514761460099,0.999996541131984,1,7,"positive regulation of cell proliferation in bone marrow","BP"
"2770","GO:0009941",0.0030958158214998,0.999996401380721,1,7,"chloroplast envelope","CC"
"2259","GO:0007585",0.00348739806139617,0.999995263713352,1,9,"respiratory gaseous exchange by respiratory system","BP"
"477","GO:0002063",0.00431982223350761,0.999992565301947,1,11,"chondrocyte development","BP"
"4155","GO:0030206",0.00439936032482092,0.999992288749226,1,11,"chondroitin sulfate biosynthetic process","BP"
"1141","GO:0004709",0.00535352808600968,0.999988481563265,1,12,"MAP kinase kinase kinase activity","MF"
"8919","GO:0090050",0.00540391017629176,0.999988181582273,1,13,"positive regulation of cell migration involved in sprouting angiogenesis","BP"
"10649","GO:2000773",0.00613043011070298,0.999984695299051,1,14,"negative regulation of cellular senescence","BP"
"7071","GO:0048703",0.00674253780636777,0.999981231096866,1,17,"embryonic viscerocranium morphogenesis","BP"
"9711","GO:1900745",0.00677895300935677,0.999981101473045,1,16,"positive regulation of p38MAPK cascade","BP"
"5881","GO:0042733",0.0098206968999555,0.999959338766069,1,25,"embryonic digit morphogenesis","BP"
"1288","GO:0005164",0.0107006668540682,0.999951631738709,1,26,"tumor necrosis factor receptor binding","MF"
"5579","GO:0036342",0.0110911269628763,0.999947881636508,1,28,"post-anal tail morphogenesis","BP"
"8521","GO:0071260",0.0116151231087962,0.999942828953715,1,28,"cellular response to mechanical stimulus","BP"
"2729","GO:0009791",0.0118395764300183,0.99994044675867,1,30,"post-embryonic development","BP"
"7026","GO:0048589",0.0118768481206077,0.999940070341458,1,30,"developmental growth","BP"
"4248","GO:0030512",0.0119920081322938,0.999938899780772,1,30,"negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"5991","GO:0043123",0.0120933668214507,0.999937860093735,1,30,"positive regulation of I-kappaB kinase/NF-kappaB signaling","BP"
"5717","GO:0042127",0.0153396549107457,0.99989903617201,1,40,"regulation of cell population proliferation","BP"
"1239","GO:0004983",0.0196865307823134,0.999832647094043,1,49,"neuropeptide Y receptor activity","MF"
"2006","GO:0006955",0.0207877424158439,0.999813243958098,1,50,"immune response","BP"
"645","GO:0003008",0.0207986464351217,0.999812972959308,1,51,"system process","BP"
"2786","GO:0009967",0.023515805378922,0.999760018331639,1,59,"positive regulation of signal transduction","BP"
"6744","GO:0046777",0.0252651623617438,0.99972249684223,1,63,"protein autophosphorylation","BP"
"333","GO:0001701",0.026484491554184,0.999694699463082,1,66,"in utero embryonic development","BP"
"5973","GO:0043065",0.0293161967458291,0.999624966454868,1,73,"positive regulation of apoptotic process","BP"
"2343","GO:0008146",0.0304616593060514,0.999594687133296,1,76,"sulfotransferase activity","MF"
"2350","GO:0008168",0.0388996843822998,0.999334840942636,1,99,"methyltransferase activity","MF"
"6570","GO:0045893",0.0395569630696894,0.999312213035924,1,96,"positive regulation of transcription, DNA-templated","BP"
