"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"7","GO:0004713",0.00345864469245366,0.999139230254677,8,101,"protein tyrosine kinase activity","MF"
"3","GO:0003950",0.0121670437917324,0.998074385709742,4,37,"NAD+ ADP-ribosyltransferase activity","MF"
"21","GO:0007154",0.000509546274168961,0.999970416915403,4,15,"cell communication","BP"
"26","GO:0008289",0.0409027207786445,0.993038645777263,3,32,"lipid binding","MF"
"51","unknown",0.0409794097476702,0.993007672713379,3,33,NA,NA
"11","GO:0006099",0.0374314591008225,0.996743357175023,2,13,"tricarboxylic acid cycle","BP"
"18","GO:0006915",0.0156774520659154,0.999217587351877,2,8,"apoptotic process","BP"
"27","GO:0008299",0.017945819997958,0.999011220581532,2,9,"isoprenoid biosynthetic process","BP"
"32","GO:0015934",0.0137822632382309,0.999357431981266,2,8,"large ribosomal subunit","CC"
"39","GO:0030117",0.04510502683411,0.995614112272304,2,14,"membrane coat","CC"
"48","GO:0051537",0.048566162092739,0.995042801680789,2,15,"2 iron, 2 sulfur cluster binding","MF"
"1","GO:0000160",0.0263132483496096,1,1,1,"phosphorelay signal transduction system","BP"
"2","GO:0003868",0.0239005266408133,1,1,1,"4-hydroxyphenylpyruvate dioxygenase activity","MF"
"4","GO:0004044",0.0236193110395536,1,1,1,"amidophosphoribosyltransferase activity","MF"
"5","GO:0004122",0.0475188316528492,0.999422718813608,1,2,"cystathionine beta-synthase activity","MF"
"6","GO:0004421",0.0236206543160192,1,1,1,"hydroxymethylglutaryl-CoA synthase activity","MF"
"8","GO:0004719",0.0499573993651556,0.9993611391726,1,2,"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity","MF"
"9","GO:0004733",0.0236183783840856,1,1,1,"pyridoxamine-phosphate oxidase activity","MF"
"10","GO:0004817",0.0244155994305271,1,1,1,"cysteine-tRNA ligase activity","MF"
"12","GO:0006278",0.0464172712943597,0.999449488139165,1,2,"RNA-dependent DNA biosynthetic process","BP"
"13","GO:0006423",0.0244155994305271,1,1,1,"cysteinyl-tRNA aminoacylation","BP"
"14","GO:0006515",0.0240111816138482,1,1,1,"protein quality control for misfolded or incompletely synthesized proteins","BP"
"15","GO:0006535",0.0475188316528492,0.999422718813608,1,2,"cysteine biosynthetic process from serine","BP"
"16","GO:0006825",0.023619543313818,1,1,1,"copper ion transport","BP"
"17","GO:0006878",0.0466717611341194,0.999443361526491,1,2,"cellular copper ion homeostasis","BP"
"19","GO:0007021",0.0459571577001183,0.999460476846502,1,2,"tubulin complex assembly","BP"
"20","GO:0007023",0.0459571577001183,0.999460476846502,1,2,"post-chaperonin tubulin folding pathway","BP"
"22","GO:0008113",0.0234730838855008,1,1,1,"peptide-methionine (S)-S-oxide reductase activity","MF"
"23","GO:0008119",0.0457080750837349,0.999466378271985,1,2,"thiopurine S-methyltransferase activity","MF"
"24","GO:0008239",0.0480356765860252,0.999409934320708,1,2,"dipeptidyl-peptidase activity","MF"
"25","GO:0008253",0.0236587900822044,1,1,1,"5'-nucleotidase activity","MF"
"28","GO:0008535",0.023619543313818,1,1,1,"respiratory chain complex IV assembly","BP"
"29","GO:0008615",0.0236183783840856,1,1,1,"pyridoxine biosynthetic process","BP"
"30","GO:0009113",0.0466827706291861,0.999443095699252,1,2,"purine nucleobase biosynthetic process","BP"
"31","GO:0015377",0.0478188577994163,0.999415314945379,1,2,"cation:chloride symporter activity","MF"
"33","GO:0016701",0.0239005266408133,1,1,1,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","MF"
"34","GO:0016755",0.0230452907991091,1,1,1,"transferase activity, transferring amino-acyl groups","MF"
"35","GO:0017183",0.0467963939613129,0.999440348436022,1,2,"peptidyl-diphthamide biosynthetic process from peptidyl-histidine","BP"
"36","GO:0018193",0.046299637703442,0.999452308328764,1,2,"peptidyl-amino acid modification","BP"
"37","GO:0019343",0.0475188316528492,0.999422718813608,1,2,"cysteine biosynthetic process via cystathionine","BP"
"38","GO:0019781",0.0471274068320963,0.999432305505108,1,2,"NEDD8 activating enzyme activity","MF"
"40","GO:0030121",0.0249708294555116,1,1,1,"AP-1 adaptor complex","CC"
"41","GO:0030148",0.0235143554754799,1,1,1,"sphingolipid biosynthetic process","BP"
"42","GO:0031464",0.023837728741634,1,1,1,"Cul4A-RING E3 ubiquitin ligase complex","CC"
"43","GO:0032422",0.0240028421936103,1,1,1,"purine-rich negative regulatory element binding","MF"
"44","GO:0042284",0.0235143554754799,1,1,1,"sphingolipid delta-4 desaturase activity","MF"
"45","GO:0045116",0.0471274068320963,0.999432305505108,1,2,"protein neddylation","BP"
"46","GO:0048487",0.0459571577001183,0.999460476846502,1,2,"beta-tubulin binding","MF"
"47","GO:0048869",0.0237319623857667,1,1,1,"cellular developmental process","BP"
"49","GO:0090730",0.0233770076472829,1,1,1,"Las1 complex","CC"
"50","GO:0097193",0.0235908282455793,1,1,1,"intrinsic apoptotic signaling pathway","BP"
