"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"7","GO:0004713",0.00345864469245366,0.999139230254677,8,101,"protein tyrosine kinase activity","MF"
"3","GO:0003950",0.0121670437917324,0.998074385709742,4,37,"NAD+ ADP-ribosyltransferase activity","MF"
"26","GO:0008289",0.0409027207786445,0.993038645777263,3,32,"lipid binding","MF"
"48","GO:0051537",0.048566162092739,0.995042801680789,2,15,"2 iron, 2 sulfur cluster binding","MF"
"2","GO:0003868",0.0239005266408133,1,1,1,"4-hydroxyphenylpyruvate dioxygenase activity","MF"
"4","GO:0004044",0.0236193110395536,1,1,1,"amidophosphoribosyltransferase activity","MF"
"5","GO:0004122",0.0475188316528492,0.999422718813608,1,2,"cystathionine beta-synthase activity","MF"
"6","GO:0004421",0.0236206543160192,1,1,1,"hydroxymethylglutaryl-CoA synthase activity","MF"
"8","GO:0004719",0.0499573993651556,0.9993611391726,1,2,"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity","MF"
"9","GO:0004733",0.0236183783840856,1,1,1,"pyridoxamine-phosphate oxidase activity","MF"
"10","GO:0004817",0.0244155994305271,1,1,1,"cysteine-tRNA ligase activity","MF"
"22","GO:0008113",0.0234730838855008,1,1,1,"peptide-methionine (S)-S-oxide reductase activity","MF"
"23","GO:0008119",0.0457080750837349,0.999466378271985,1,2,"thiopurine S-methyltransferase activity","MF"
"24","GO:0008239",0.0480356765860252,0.999409934320708,1,2,"dipeptidyl-peptidase activity","MF"
"25","GO:0008253",0.0236587900822044,1,1,1,"5'-nucleotidase activity","MF"
"31","GO:0015377",0.0478188577994163,0.999415314945379,1,2,"cation:chloride symporter activity","MF"
"33","GO:0016701",0.0239005266408133,1,1,1,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","MF"
"34","GO:0016755",0.0230452907991091,1,1,1,"transferase activity, transferring amino-acyl groups","MF"
"38","GO:0019781",0.0471274068320963,0.999432305505108,1,2,"NEDD8 activating enzyme activity","MF"
"43","GO:0032422",0.0240028421936103,1,1,1,"purine-rich negative regulatory element binding","MF"
"44","GO:0042284",0.0235143554754799,1,1,1,"sphingolipid delta-4 desaturase activity","MF"
"46","GO:0048487",0.0459571577001183,0.999460476846502,1,2,"beta-tubulin binding","MF"
