"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"21","GO:0007154",0.000509546274168961,0.999970416915403,4,15,"cell communication","BP"
"11","GO:0006099",0.0374314591008225,0.996743357175023,2,13,"tricarboxylic acid cycle","BP"
"18","GO:0006915",0.0156774520659154,0.999217587351877,2,8,"apoptotic process","BP"
"27","GO:0008299",0.017945819997958,0.999011220581532,2,9,"isoprenoid biosynthetic process","BP"
"1","GO:0000160",0.0263132483496096,1,1,1,"phosphorelay signal transduction system","BP"
"12","GO:0006278",0.0464172712943597,0.999449488139165,1,2,"RNA-dependent DNA biosynthetic process","BP"
"13","GO:0006423",0.0244155994305271,1,1,1,"cysteinyl-tRNA aminoacylation","BP"
"14","GO:0006515",0.0240111816138482,1,1,1,"protein quality control for misfolded or incompletely synthesized proteins","BP"
"15","GO:0006535",0.0475188316528492,0.999422718813608,1,2,"cysteine biosynthetic process from serine","BP"
"16","GO:0006825",0.023619543313818,1,1,1,"copper ion transport","BP"
"17","GO:0006878",0.0466717611341194,0.999443361526491,1,2,"cellular copper ion homeostasis","BP"
"19","GO:0007021",0.0459571577001183,0.999460476846502,1,2,"tubulin complex assembly","BP"
"20","GO:0007023",0.0459571577001183,0.999460476846502,1,2,"post-chaperonin tubulin folding pathway","BP"
"28","GO:0008535",0.023619543313818,1,1,1,"respiratory chain complex IV assembly","BP"
"29","GO:0008615",0.0236183783840856,1,1,1,"pyridoxine biosynthetic process","BP"
"30","GO:0009113",0.0466827706291861,0.999443095699252,1,2,"purine nucleobase biosynthetic process","BP"
"35","GO:0017183",0.0467963939613129,0.999440348436022,1,2,"peptidyl-diphthamide biosynthetic process from peptidyl-histidine","BP"
"36","GO:0018193",0.046299637703442,0.999452308328764,1,2,"peptidyl-amino acid modification","BP"
"37","GO:0019343",0.0475188316528492,0.999422718813608,1,2,"cysteine biosynthetic process via cystathionine","BP"
"41","GO:0030148",0.0235143554754799,1,1,1,"sphingolipid biosynthetic process","BP"
"45","GO:0045116",0.0471274068320963,0.999432305505108,1,2,"protein neddylation","BP"
"47","GO:0048869",0.0237319623857667,1,1,1,"cellular developmental process","BP"
"50","GO:0097193",0.0235908282455793,1,1,1,"intrinsic apoptotic signaling pathway","BP"
