"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"Pocillopora_acuta_HIv1_PredGene_g1988.t1",32.0518923174812,-1.59403568016063,0.349278829604013,-4.56379128952028,5.02380236801504e-06,0.00281344894043052,"CvsMid",33,22,30,17,35,20,26,43,29,31,32,30
"Pocillopora_acuta_HIv1_PredGene_g6916.t1",210.391778119374,-1.17204795637725,0.280808668044378,-4.17383111618201,2.99519820462493e-05,0.0121465615467212,"CvsMid",236,128,177,127,198,236,172,293,258,283,240,99
"Pocillopora_acuta_HIv1_PredGene_g9384.t1",131.378641850154,-0.895196773619347,0.208134919020189,-4.30104077601948,1.69997771617433e-05,0.00799703517242728,"CvsMid",110,74,142,131,108,114,104,160,157,210,169,104
"Pocillopora_acuta_HIv1_PredGene_g3941.t1",347.233900583696,-4.31739115741991,0.294437029273673,-14.6632071654513,1.10908062163362e-48,2.60866853014444e-44,"CvsMid",378,308,44,43,374,477,362,328,45,56,538,267
"Pocillopora_acuta_HIv1_PredGene_g11568.t1",136.349184921292,-1.25863403873435,0.315856180019127,-3.98483271297123,6.75276810874622e-05,0.0244356705670492,"CvsMid",205,63,65,110,75,153,182,213,126,199,164,63
"Pocillopora_acuta_HIv1_PredGene_g11568.t2",136.349184921292,-1.25863403873435,0.315856180019127,-3.98483271297123,6.75276810874622e-05,0.0244356705670492,"CvsMid",205,63,65,110,75,153,182,213,126,199,164,63
"Pocillopora_acuta_HIv1_PredGene_g3121.t1",5081.15033430816,-3.39846132026548,0.812407918108114,-4.18319571303492,2.8743973494768e-05,0.0118611754486042,"CvsMid",5655,1420,1765,3451,6771,7183,4690,4045,210,266,7648,6854
"Pocillopora_acuta_HIv1_PredGene_g9785.t1",178.692127541148,-1.3821011143189,0.368244728353127,-3.75321357755741,0.000174581987252757,0.0494740111105073,"CvsMid",178,64,98,135,155,386,196,145,189,196,264,78
"Pocillopora_acuta_HIv1_PredGene_g1392.t1",26.4075154835783,-1.18749083376654,0.307614738494898,-3.86031839559025,0.000113239375147528,0.0350665203573051,"CvsMid",26,10,21,26,21,28,35,24,26,38,35,23
"Pocillopora_acuta_HIv1_PredGene_g31888.t1",58.0088888735005,1.47940109690144,0.287920619165104,5.13822560256825,2.7734479906849e-07,0.000190434115099142,"CvsMid",33,12,146,206,16,43,45,32,174,186,30,29
"Pocillopora_acuta_HIv1_PredGene_g2628.t1",90.9333352476611,3.56295262043865,0.682375562957929,5.22139539258138,1.77579930609413e-07,0.000134737340253677,"CvsMid",13,16,765,506,10,17,53,13,80,108,13,19
"Pocillopora_acuta_HIv1_PredGene_g2628.t2",90.9333352476611,3.56295262043865,0.682375562957929,5.22139539258138,1.77579930609413e-07,0.000134737340253677,"CvsMid",13,16,765,506,10,17,53,13,80,108,13,19
"Pocillopora_acuta_HIv1_PredGene_g874.t1",43.86578658968,-1.38978618671365,0.325092000737183,-4.2750550107728,1.91090106351906e-05,0.00864351998365994,"CvsMid",40,27,44,49,32,34,42,51,30,36,49,54
"Pocillopora_acuta_HIv1_PredGene_g28596.t1",65.2784479923656,-2.41102181133127,0.615267484202067,-3.91865631329127,8.90439750763551e-05,0.0294986385601542,"CvsMid",67,75,0,29,53,67,42,67,44,53,90,56
"Pocillopora_acuta_HIv1_PredGene_g33391.t1",188.275726237953,-1.06989530167644,0.224701357248143,-4.76141005456825,1.92244977915689e-06,0.00113044853138873,"CvsMid",189,101,170,129,111,169,191,309,257,228,265,133
"Pocillopora_acuta_HIv1_PredGene_g4938.t1",328.754560434898,-2.11034498881402,0.556531771768065,-3.79195779265143,0.000149464320695156,0.0445006365451996,"CvsMid",431,80,18,202,160,638,248,477,272,340,633,297
"Pocillopora_acuta_HIv1_PredGene_g30925.t1",13.518648139098,-1.65797425976523,0.439393276941338,-3.77332641797927,0.000161085308130666,0.046830250520675,"CvsMid",17,3,10,8,9,13,8,24,15,15,16,20
"Pocillopora_acuta_HIv1_PredGene_g26522.t1",29.0849075873761,-1.41519209451278,0.334130016751411,-4.23545333721293,2.28091067668587e-05,0.00975441818660517,"CvsMid",25,11,29,17,22,44,31,36,32,22,31,32
"Pocillopora_acuta_HIv1_PredGene_g2366.t1",37.1627088433864,1.93293212725035,0.362364615470712,5.33421875295264,9.59567878953237e-08,8.0607128860211e-05,"CvsMid",20,9,108,91,4,19,37,25,114,186,22,10
"Pocillopora_acuta_HIv1_PredGene_g20859.t1",91.2349070886798,-1.33666687297058,0.293213300808505,-4.55868430690171,5.14750794286123e-06,0.00281568684474509,"CvsMid",101,42,74,106,46,106,112,114,59,86,162,61
"Pocillopora_acuta_HIv1_PredGene_g4343.t1",86.3225331771765,-1.6420470900347,0.227726921929722,-7.21059713151282,5.57070430834188e-13,8.25805489966577e-10,"CvsMid",84,35,59,63,79,111,98,98,70,84,137,62
"Pocillopora_acuta_HIv1_PredGene_g3221.t1",28.3958199459074,-1.34364396668002,0.341904124413092,-3.92988522436372,8.49864189956086e-05,0.028970515379648,"CvsMid",34,10,20,13,17,38,23,37,36,45,40,28
"Pocillopora_acuta_HIv1_PredGene_g6360.t1",60.1648949234221,-1.93187582714893,0.467026962310706,-4.13654024939074,3.52581534057182e-05,0.0138217837709316,"CvsMid",64,58,8,32,60,67,36,69,66,51,78,37
"Pocillopora_acuta_HIv1_PredGene_g173.t1",47.6448766838766,1.13813941056315,0.290269983577289,3.92096832244489,8.81938572058418e-05,0.0294986385601542,"CvsMid",29,19,136,99,27,37,28,33,133,160,33,11
