"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"833","GO:0008417",0.0185675269725503,0.99894837732431,2,10,"fucosyltransferase activity","MF"
"1100","GO:0018064",0.019728552550816,1,1,1,"protein-histidine N-methyltransferase activity","MF"
"1167","GO:0030047",0.019728552550816,1,1,1,"actin modification","BP"
"347","GO:0004821",0.0200052279786746,1,1,1,"histidine-tRNA ligase activity","MF"
"609","GO:0006427",0.0200052279786746,1,1,1,"histidyl-tRNA aminoacylation","BP"
"1152","GO:0020037",0.0204307062721721,0.996213004184447,4,55,"heme binding","MF"
"868","GO:0008810",0.0208375981213877,1,1,1,"cellulase activity","MF"
"1194","GO:0030245",0.0208375981213877,1,1,1,"cellulose catabolic process","BP"
"1158","GO:0022904",0.0246174780366377,1,1,1,"respiratory electron transport chain","BP"
"33","GO:0000272",0.0279290434946368,0.999804152683343,1,2,"polysaccharide catabolic process","BP"
"563","GO:0006259",0.0330335160313875,0.99972529873603,1,2,"DNA metabolic process","BP"
"1620","GO:0071705",0.0362774426116978,0.999668140128048,1,2,"nitrogen compound transport","BP"
"424","GO:0005515",0.0373466687394146,0.976931758573927,37,1487,"protein binding","MF"
"274","GO:0004559",0.0377885072816364,0.999639635728301,1,2,"alpha-mannosidase activity","MF"
"527","GO:0006013",0.0377885072816364,0.999639635728301,1,2,"mannose metabolic process","BP"
"1035","GO:0016712",0.0416922373668333,0.999560443156809,1,2,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"585","GO:0006355",0.0426783473607682,0.984757288650035,7,154,"regulation of transcription, DNA-templated","BP"
"183","GO:0004061",0.0473573687614302,0.99943119278868,1,2,"arylformamidase activity","MF"
"1639","GO:0090729",0.0584006330598177,0.998843831024789,1,3,"toxin activity","MF"
"421","GO:0005506",0.0584473851551066,0.988497922602312,3,45,"iron ion binding","MF"
"75","GO:0000976",0.0599858119362527,0.998779307866482,1,3,"transcription regulatory region sequence-specific DNA binding","MF"
"1067","GO:0016831",0.0679173192858879,0.998236442800171,1,4,"carboxy-lyase activity","MF"
"1123","GO:0019441",0.0690274185791149,0.998376690292288,1,3,"tryptophan catabolic process to kynurenine","BP"
"186","GO:0004089",0.0774514441025426,0.99769683478745,1,4,"carbonate dehydratase activity","MF"
"55","GO:0000723",0.0809609536907486,0.997315203945286,1,5,"telomere maintenance","BP"
"859","GO:0008610",0.0844883498150838,0.997250684665382,1,4,"lipid biosynthetic process","BP"
"866","GO:0008757",0.0877531711249087,0.997029755024021,1,4,"S-adenosylmethionine-dependent methyltransferase activity","MF"
