"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"184","GO:0016491",0.000143629036346412,0.999943126229297,26,1058,"oxidoreductase activity","MF"
"34","GO:0003824",0.00748639303278234,0.996563535869487,18,898,"catalytic activity","MF"
"194","GO:0016829",0.000259278330369115,0.999934986627356,12,321,"lyase activity","MF"
"54","GO:0005102",0.0384377873369996,0.983262659675045,10,529,"signaling receptor binding","MF"
"56","GO:0005125",2.98208646727919e-07,0.999999972226692,10,96,"cytokine activity","MF"
"209","GO:0020037",0.000429772058671519,0.999902432438736,10,264,"heme binding","MF"
"49","GO:0004713",0.0068087319207066,0.997892931128403,9,384,"protein tyrosine kinase activity","MF"
"55","GO:0005109",1.55278297705243e-06,0.999999850757159,9,94,"frizzled binding","MF"
"334","GO:0048018",2.75479928092519e-07,0.999999983324757,8,53,"receptor ligand activity","MF"
"50","GO:0004714",0.00203775369381508,0.999585102770881,7,192,"transmembrane receptor protein tyrosine kinase activity","MF"
"48","GO:0004601",0.000348959525014833,0.999957860899168,6,90,"peroxidase activity","MF"
"46","GO:0004497",0.0321084562022054,0.991346516485848,5,162,"monooxygenase activity","MF"
"57","GO:0005200",0.0427882998126203,0.987513411556362,5,212,"structural constituent of cytoskeleton","MF"
"52","GO:0004792",1.19470457364015e-05,0.999999757377681,4,12,"thiosulfate sulfurtransferase activity","MF"
"127","GO:0008641",5.09706468468181e-05,0.999998302543374,4,20,"ubiquitin-like modifier activating enzyme activity","MF"
"146","GO:0009881",0.0010604477461878,0.999914755226694,4,44,"photoreceptor activity","MF"
"192","GO:0016783",8.37226955317706e-06,0.999999844812099,4,12,"sulfurtransferase activity","MF"
"220","GO:0030170",0.0160991791127062,0.997141386661442,4,87,"pyridoxal phosphate binding","MF"
"272","GO:0038062",2.260713023772e-05,0.999999395052531,4,19,"protein tyrosine kinase collagen receptor activity","MF"
"285","GO:0042292",7.90944414329505e-08,0.999999999822334,4,5,"URM1 activating enzyme activity","MF"
"356","GO:0050660",0.044209974796664,0.989222704394314,4,132,"flavin adenine dinucleotide binding","MF"
"405","GO:0061604",7.90944414329505e-08,0.999999999822334,4,5,"molybdopterin-synthase sulfurtransferase activity","MF"
"406","GO:0061605",7.90944414329505e-08,0.999999999822334,4,5,"molybdopterin-synthase adenylyltransferase activity","MF"
"32","GO:0003725",0.0312183230538019,0.995059029865609,3,82,"double-stranded RNA binding","MF"
"33","GO:0003755",0.0441798541913629,0.992050396035432,3,63,"peptidyl-prolyl cis-trans isomerase activity","MF"
"43","GO:0004322",0.00037756051871425,0.999989393467167,3,13,"ferroxidase activity","MF"
"61","GO:0005528",0.00169741674158099,0.999914553500774,3,19,"FK506 binding","MF"
"111","GO:0008199",0.00242440393141172,0.999860776835137,3,20,"ferric iron binding","MF"
"190","GO:0016712",0.0139990914696327,0.998393274108726,3,45,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"200","GO:0018024",0.0148132704114175,0.998247918965814,3,57,"histone-lysine N-methyltransferase activity","MF"
"279","GO:0042054",0.0196721644664997,0.997410361755149,3,59,"histone methyltransferase activity","MF"
"296","GO:0042800",0.00747940814540513,0.999321477047163,3,40,"histone methyltransferase activity (H3-K4 specific)","MF"
"332","GO:0046975",0.00558238603926172,0.999546920884364,3,36,"histone methyltransferase activity (H3-K36 specific)","MF"
"426","GO:0071949",0.0202740657238211,0.997299273431441,3,60,"FAD binding","MF"
"494","GO:1902379",0.000406829623813188,0.999988476605401,3,12,"chemoattractant activity involved in axon guidance","MF"
"20","GO:0001972",0.0144922028625111,0.999219121577332,2,17,"retinoic acid binding","MF"
"36","GO:0003906",0.00839699684883074,0.999678376070275,2,11,"DNA-(apurinic or apyrimidinic site) endonuclease activity","MF"
"37","GO:0003943",0.0326424852669642,0.997195559835776,2,27,"N-acetylgalactosamine-4-sulfatase activity","MF"
"38","GO:0004064",0.0149629924576769,0.999190817052477,2,15,"arylesterase activity","MF"
"39","GO:0004089",0.0272720071318705,0.997915352577378,2,20,"carbonate dehydratase activity","MF"
"40","GO:0004121",0.00412006865028155,0.999897789808179,2,8,"cystathionine beta-lyase activity","MF"
"41","GO:0004123",0.00640519306875495,0.999790397194729,2,10,"cystathionine gamma-lyase activity","MF"
