"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"165","GO:0000164","Pocillopora_acuta_HIv1_PredGene_g24448.t1","protein phosphatase type 1 complex","CC",0.013840716,1.336203253,0.00166789,"CvsHigh","P.acuta","Hawaii","protein phosphatase type 1 complex","other cellular component","C"
"166","GO:0000164","Pocillopora_acuta_HIv1_PredGene_g32194.t1","protein phosphatase type 1 complex","CC",0.013840716,1.460197412,0.001920076,"CvsHigh","P.acuta","Hawaii","protein phosphatase type 1 complex","other cellular component","C"
"641","GO:0000792","Pocillopora_acuta_HIv1_PredGene_g22710.t1","heterochromatin","CC",0.026910322,1.163948751,0.012536186,"CvsHigh","P.acuta","Hawaii","heterochromatin","other cellular component","C"
"642","GO:0000792","Pocillopora_acuta_HIv1_PredGene_g22710.t2","heterochromatin","CC",0.026910322,1.163948751,0.012536186,"CvsHigh","P.acuta","Hawaii","heterochromatin","other cellular component","C"
"643","GO:0000792","Pocillopora_acuta_HIv1_PredGene_g30872.t1","heterochromatin","CC",0.026910322,0.867850913,0.015276091,"CvsHigh","P.acuta","Hawaii","heterochromatin","other cellular component","C"
"3998","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g11568.t2","extracellular region","CC",0.020500567,-1.465594038,0.001377708,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"3999","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g21777.t2","extracellular region","CC",0.020500567,-2.325128055,0.000351856,"MidvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4000","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g3583.t1","extracellular region","CC",0.020500567,-1.993480907,0.021306437,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4001","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g11568.t2","extracellular region","CC",0.020500567,-1.258634039,0.024435671,"CvsMid","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4002","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g3583.t2","extracellular region","CC",0.020500567,-3.036148498,0.000201771,"MidvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4003","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g18651.t1","extracellular region","CC",0.020500567,-1.277589918,0.020011045,"CvsMid","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4004","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g21773.t2","extracellular region","CC",0.020500567,-0.765749291,0.028423234,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4005","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g2511.t1","extracellular region","CC",0.020500567,-1.247813656,0.010338948,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4006","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g21776.t1","extracellular region","CC",0.020500567,-1.219749313,0.024562906,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4007","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g22714.t1","extracellular region","CC",0.020500567,-0.955224865,0.03897951,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4008","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g11568.t1","extracellular region","CC",0.020500567,-1.465594038,0.001377708,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4009","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g32496.t1","extracellular region","CC",0.020500567,0.906334399,0.025384258,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4010","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g21777.t1","extracellular region","CC",0.020500567,-2.325128055,0.000351856,"MidvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4011","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g21777.t1","extracellular region","CC",0.020500567,-1.71986218,0.006961107,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4012","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g21777.t2","extracellular region","CC",0.020500567,-1.71986218,0.006961107,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4013","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g15029.t1","extracellular region","CC",0.020500567,2.457406433,0.005938911,"CvsMid","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4014","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g21773.t1","extracellular region","CC",0.020500567,-0.765749291,0.028423234,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
"4015","GO:0005576","Pocillopora_acuta_HIv1_PredGene_g26402.t1","extracellular region","CC",0.020500567,-1.469089762,0.014024615,"CvsHigh","P.acuta","Hawaii","extracellular region","non-structural extracellular","C"
