"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"368","GO:0055114",0.0129138783984272,0.994023812817755,16,776,"oxidation-reduction process","BP"
"228","GO:0030900",3.93317542963552e-07,0.999999949733678,12,191,"forebrain development","BP"
"360","GO:0050896",0.000696942642566455,0.999803892571211,12,433,"response to stimulus","BP"
"102","GO:0007601",0.00346343542378202,0.998884012391109,11,449,"visual perception","BP"
"221","GO:0030182",0.00109614498289606,0.999695747228592,11,356,"neuron differentiation","BP"
"92","GO:0007275",1.15149950038088e-06,0.999999873802723,10,120,"multicellular organism development","BP"
"180","GO:0016055",0.00383017589363519,0.998828860807116,10,384,"Wnt signaling pathway","BP"
"315","GO:0045165",2.82435124047313e-06,0.999999654538457,10,146,"cell fate commitment","BP"
"11","GO:0001654",2.16455637775801e-06,0.999999781079381,9,115,"eye development","BP"
"201","GO:0018108",0.00680741518544651,0.997893454485635,9,383,"peptidyl-tyrosine phosphorylation","BP"
"371","GO:0060070",1.01194602850319e-06,0.999999907241805,9,104,"canonical Wnt signaling pathway","BP"
"9","GO:0001503",0.0021581027612895,0.999495751784279,8,224,"ossification","BP"
"90","GO:0007156",0.0185475366352747,0.99371902052768,8,397,"homophilic cell adhesion via plasma membrane adhesion molecules","BP"
"110","GO:0008152",0.0287333221536906,0.989456452304368,8,376,"metabolic process","BP"
"140","GO:0009617",0.0409539923573409,0.983912611664616,8,398,"response to bacterium","BP"
"145","GO:0009880",3.25446394235531e-06,0.999999714310401,8,88,"embryonic pattern specification","BP"
"212","GO:0021854",5.41801030562243e-09,0.999999999817219,8,33,"hypothalamus development","BP"
"214","GO:0021879",5.34921773120506e-11,1,8,19,"forebrain neuron differentiation","BP"
"216","GO:0022002",2.93812276317793e-14,1,8,10,"negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway","BP"
"299","GO:0043049",2.1918965504747e-11,1,8,18,"otic placode formation","BP"
"394","GO:0060898",1.12571887803246e-13,1,8,11,"eye field cell fate commitment involved in camera-type eye formation","BP"
"416","GO:0070654",8.32875610895398e-13,1,8,13,"sensory epithelium regeneration","BP"
"424","GO:0071679",5.72642301303468e-09,0.999999999800683,8,38,"commissural neuron axon guidance","BP"
"453","GO:0090090",0.00780219370448135,0.997738840063395,8,278,"negative regulation of canonical Wnt signaling pathway","BP"
"14","GO:0001764",0.0322381715988433,0.988853387079404,7,326,"neuron migration","BP"
