,gene_id,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,length,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Treatment_Compare
1,Pocillopora_acuta_HIv1_PredGene_17795_t,GO:0008614,0.028062713,0.999801066,1,2,pyridoxine metabolic process,BP,705,181.1573242,1.197004505,0.298995532,4.003419376,6.24E-05,0.011842726,CvsHigh
2,Pocillopora_acuta_HIv1_PredGene_17795_t,GO:0008615,0.039297653,0.999478008,1,3,pyridoxine biosynthetic process,BP,705,181.1573242,1.197004505,0.298995532,4.003419376,6.24E-05,0.011842726,CvsHigh
3,Pocillopora_acuta_HIv1_PredGene_17795_t,GO:0030170,0.016099179,0.997141387,4,87,pyridoxal phosphate binding,MF,705,181.1573242,1.197004505,0.298995532,4.003419376,6.24E-05,0.011842726,CvsHigh
4,Pocillopora_acuta_HIv1_PredGene_17795_t,GO:0016638,0.018814387,0.999911003,1,2,"oxidoreductase activity, acting on the CH-NH2 group of donors",MF,705,181.1573242,1.197004505,0.298995532,4.003419376,6.24E-05,0.011842726,CvsHigh
5,Pocillopora_acuta_HIv1_PredGene_17795_t,GO:0055114,0.012913878,0.994023813,16,776,oxidation-reduction process,BP,705,181.1573242,1.197004505,0.298995532,4.003419376,6.24E-05,0.011842726,CvsHigh
6,Pocillopora_acuta_HIv1_PredGene_17795_t,GO:0004733,0.014185371,1,1,1,pyridoxamine-phosphate oxidase activity,MF,705,181.1573242,1.197004505,0.298995532,4.003419376,6.24E-05,0.011842726,CvsHigh
7,Pocillopora_acuta_HIv1_PredGene_17795_t,GO:0002168,0.013160631,0.999334697,2,15,instar larval development,BP,705,181.1573242,1.197004505,0.298995532,4.003419376,6.24E-05,0.011842726,CvsHigh
8,Pocillopora_acuta_HIv1_PredGene_17795_t,GO:0016491,0.000143629,0.999943126,26,1058,oxidoreductase activity,MF,705,181.1573242,1.197004505,0.298995532,4.003419376,6.24E-05,0.011842726,CvsHigh
9,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0016571,0.0248711,0.996417175,3,62,histone methylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
10,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:1905516,0.018436979,0.998851337,2,21,positive regulation of fertilization,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
11,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0042054,0.019672164,0.997410362,3,59,histone methyltransferase activity,MF,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
12,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0007292,0.042413833,0.995741789,2,36,female gamete generation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
13,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0060903,0.01203166,0.999408754,2,18,positive regulation of meiosis I,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
14,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0018024,0.01481327,0.998247919,3,57,histone-lysine N-methyltransferase activity,MF,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
15,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0051567,0.015524628,0.99910817,2,24,histone H3-K9 methylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
16,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0010844,0.006653199,0.99976837,2,13,recombination hotspot binding,MF,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
17,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0006311,0.007949446,0.999691031,2,15,meiotic gene conversion,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
18,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0042800,0.007479408,0.999321477,3,40,histone methyltransferase activity (H3-K4 specific),MF,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
19,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:1905437,0.007813124,0.999701511,2,14,positive regulation of histone H3-K4 trimethylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
20,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0044648,0.017470956,0.998938355,2,22,histone H3-K4 dimethylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
21,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0097198,0.001870091,0.999899738,3,25,histone H3-K36 trimethylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
22,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0046975,0.005582386,0.999546921,3,36,histone methyltransferase activity (H3-K36 specific),MF,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
23,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0048232,0.022795179,0.998372015,2,31,male gamete generation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
24,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0097676,0.002158628,0.999877863,3,26,histone H3-K36 dimethylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
25,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:1990918,0.012733884,0.999349489,2,20,double-strand break repair involved in meiotic recombination,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
26,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0010845,0.008345563,0.999670073,2,14,positive regulation of reciprocal meiotic recombination,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
27,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0051568,0.005046572,0.999362359,4,72,histone H3-K4 methylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
28,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:2001255,0.010674649,0.999509893,2,17,positive regulation of histone H3-K36 trimethylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
29,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0034968,0.008906119,0.999134282,3,45,histone lysine methylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
30,Pocillopora_acuta_HIv1_PredGene_18567_t,GO:0097692,0.014117762,0.99923578,2,21,histone H3-K4 monomethylation,BP,1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17E-05,0.009804735,CvsHigh
31,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0043588,0.010651463,0.998325451,4,85,skin development,BP,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
32,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0030500,0.000165419,0.999992148,4,29,regulation of bone mineralization,BP,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
33,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0014909,2.52E-06,0.999999968,4,10,smooth muscle cell migration,BP,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
34,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0045669,0.00096559,0.999828446,7,142,positive regulation of osteoblast differentiation,BP,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
35,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0010763,3.83E-05,0.999996953,6,71,positive regulation of fibroblast migration,BP,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
36,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0003416,0.000596885,0.999958782,4,46,endochondral bone growth,BP,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
37,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0034103,1.45E-05,0.999999666,4,16,regulation of tissue remodeling,BP,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
38,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0018108,0.006807415,0.997893454,9,383,peptidyl-tyrosine phosphorylation,BP,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
39,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0031100,0.001642788,0.999787069,5,87,animal organ regeneration,BP,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
40,Pocillopora_acuta_HIv1_PredGene_22960_t,GO:0005576,0.020500567,0.986993189,39,2750,extracellular region,CC,1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99E-05,0.010240527,CvsHigh
