"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"38","GO:0003723",0.0264883518621786,0.991358113452853,7,122,"RNA binding","MF"
"48","GO:0005543",0.0011470856433709,0.999912367606281,4,21,"phospholipid binding","MF"
"37","GO:0003690",0.00415861816436389,0.999722425071719,3,15,"double-stranded DNA binding","MF"
"137","GO:0030544",0.00186451154599067,0.999912263942145,3,11,"Hsp70 protein binding","MF"
"221","GO:0047485",0.0104877852263895,0.998975683136574,3,21,"protein N-terminus binding","MF"
"20","GO:0001784",0.0113616432706379,0.999540856540644,2,7,"phosphotyrosine residue binding","MF"
"116","GO:0016251",0.0143903496749027,0.999316462477845,2,8,"RNA polymerase II general transcription initiation factor activity","MF"
"131","GO:0030234",0.0341028059132467,0.9971907430988,2,13,"enzyme regulator activity","MF"
"155","GO:0032555",0.00456640473149219,0.999899857364956,2,5,"purine ribonucleotide binding","MF"
"170","GO:0035064",0.0491687102047344,0.994967071115346,2,15,"methylated histone binding","MF"
"196","GO:0043422",0.00310527971656312,0.999951853238082,2,4,"protein kinase B binding","MF"
"255","GO:0051879",0.0396283256766858,0.996424662695642,2,14,"Hsp90 protein binding","MF"
"274","GO:0070403",0.00470461115789769,0.999895223321753,2,5,"NAD+ binding","MF"
"14","GO:0001595",0.0227822725079843,1,1,1,"angiotensin receptor activity","MF"
"16","GO:0001733",0.0454503371966976,0.999473946436188,1,2,"galactosylceramide sulfotransferase activity","MF"
"39","GO:0003968",0.0423481939837696,0.999544041190534,1,2,"RNA-directed 5'-3' RNA polymerase activity","MF"
"40","GO:0004089",0.0458864583427078,0.999463680778699,1,2,"carbonate dehydratase activity","MF"
"41","GO:0004165",0.0263874434065503,1,1,1,"dodecenoyl-CoA delta-isomerase activity","MF"
"42","GO:0004415",0.0480801234315449,0.999410503031134,1,2,"hyalurononglucosaminidase activity","MF"
"43","GO:0004532",0.0442743661825154,0.999501121343662,1,2,"exoribonuclease activity","MF"
"44","GO:0005001",0.0261977708110464,1,1,1,"transmembrane receptor protein tyrosine phosphatase activity","MF"
"45","GO:0005025",0.0317126921183667,1,1,1,"transforming growth factor beta receptor activity, type I","MF"
"46","GO:0005161",0.0489396593328636,0.99938896378961,1,2,"platelet-derived growth factor receptor binding","MF"
"47","GO:0005381",0.0299491028669805,1,1,1,"iron ion transmembrane transporter activity","MF"
"78","GO:0008254",0.0268055068817325,1,1,1,"3'-nucleotidase activity","MF"
"99","GO:0010698",0.0214146650641262,1,1,1,"acetyltransferase activator activity","MF"
"111","GO:0016034",0.0229911071967913,1,1,1,"maleylacetoacetate isomerase activity","MF"
"115","GO:0016247",0.0213645393341835,1,1,1,"channel regulator activity","MF"
"117","GO:0016361",0.0317126921183667,1,1,1,"activin receptor activity, type I","MF"
"118","GO:0016929",0.0421045038636204,0.999549330651911,1,2,"SUMO-specific protease activity","MF"
"121","GO:0019966",0.0214089201446791,1,1,1,"interleukin-1 binding","MF"
"127","GO:0030169",0.02424851633823,1,1,1,"low-density lipoprotein particle binding","MF"
"135","GO:0030366",0.0238797721885053,1,1,1,"molybdopterin synthase activity","MF"
"154","GO:0032500",0.0214089201446791,1,1,1,"muramyl dipeptide binding","MF"
"167","GO:0034711",0.0317126921183667,1,1,1,"inhibin binding","MF"
"191","GO:0042834",0.0214089201446791,1,1,1,"peptidoglycan binding","MF"
"208","GO:0045294",0.0487087525796024,0.999394789047504,1,2,"alpha-catenin binding","MF"
"209","GO:0045322",0.0483501374213227,0.99940377939282,1,2,"unmethylated CpG binding","MF"
"218","GO:0046556",0.0214092421271054,1,1,1,"alpha-L-arabinofuranosidase activity","MF"
"219","GO:0046969",0.0231990754089256,1,1,1,"NAD-dependent histone deacetylase activity (H3-K9 specific)","MF"
"220","GO:0047464",0.0214092873098645,1,1,1,"heparosan-N-sulfate-glucuronate 5-epimerase activity","MF"
"236","GO:0050379",0.0214092873098645,1,1,1,"UDP-glucuronate 5'-epimerase activity","MF"
"237","GO:0050501",0.0211539661125585,1,1,1,"hyaluronan synthase activity","MF"
"239","GO:0050694",0.0454503371966976,0.999473946436188,1,2,"galactose 3-O-sulfotransferase activity","MF"
"240","GO:0050700",0.0214089201446791,1,1,1,"CARD domain binding","MF"
"256","GO:0052381",0.0256003117474283,1,1,1,"tRNA dimethylallyltransferase activity","MF"
"257","GO:0052834",0.0268055068817325,1,1,1,"inositol monophosphate phosphatase activity","MF"
"271","GO:0062063",0.0304589252215585,1,1,1,"BBSome binding","MF"
"272","GO:0070097",0.0261977708110464,1,1,1,"delta-catenin binding","MF"
"286","GO:0071164",0.0346685412431733,1,1,1,"RNA trimethylguanosine synthase activity","MF"
"307","GO:0089720",0.042535073510181,0.999539963473382,1,2,"caspase binding","MF"
"315","GO:0097657",0.0268055068817325,1,1,1,"3',5'-nucleotide bisphosphate phosphatase activity","MF"
"318","GO:0098821",0.0317126921183667,1,1,1,"BMP receptor activity","MF"
"354","GO:1990254",0.0231990754089256,1,1,1,"keratin filament binding","MF"
