"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"360","GO:0004821",0.0245280469951749,1,1,1,"histidine-tRNA ligase activity","MF"
"632","GO:0006427",0.0245280469951749,1,1,1,"histidyl-tRNA aminoacylation","BP"
"1138","GO:0018064",0.0245280469951749,1,1,1,"protein-histidine N-methyltransferase activity","MF"
"1197","GO:0022904",0.0245280469951749,1,1,1,"respiratory electron transport chain","BP"
"1206","GO:0030047",0.0245280469951749,1,1,1,"actin modification","BP"
"864","GO:0008417",0.0273469947761552,0.99808054579625,2,10,"fucosyltransferase activity","MF"
"900","GO:0008810",0.0276448849994888,1,1,1,"cellulase activity","MF"
"1234","GO:0030245",0.0276448849994888,1,1,1,"cellulose catabolic process","BP"
"287","GO:0004559",0.0355391360499109,0.999679994423401,1,2,"alpha-mannosidase activity","MF"
"548","GO:0006013",0.0355391360499109,0.999679994423401,1,2,"mannose metabolic process","BP"
"1191","GO:0020037",0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"39","GO:0000272",0.0383253337681365,0.999627315855813,1,2,"polysaccharide catabolic process","BP"
"194","GO:0004061",0.0461714810628931,0.999456894024744,1,2,"arylformamidase activity","MF"
"1695","GO:0071705",0.0482428057123934,0.999406431806771,1,2,"nitrogen compound transport","BP"
"584","GO:0006259",0.0540224009994804,0.999253440095072,1,2,"DNA metabolic process","BP"
"1070","GO:0016712",0.0546733841334578,0.999235078456471,1,2,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"102","GO:0001822",0.0550125465559076,0.998970481654657,1,3,"kidney development","BP"
"1103","GO:0016831",0.0679995598285009,0.998223110837883,1,4,"carboxy-lyase activity","MF"
"1162","GO:0019441",0.070887905769479,0.998277809977826,1,3,"tryptophan catabolic process to kynurenine","BP"
"1718","GO:0090729",0.0712944711425513,0.998257665165539,1,3,"toxin activity","MF"
"83","GO:0000976",0.0718019338384995,0.99823235109908,1,3,"transcription regulatory region sequence-specific DNA binding","MF"
"434","GO:0005506",0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"898","GO:0008757",0.0865393291098183,0.997098366141459,1,4,"S-adenosylmethionine-dependent methyltransferase activity","MF"
"1701","GO:0071897",0.0876727877647415,0.997020352163215,1,4,"DNA biosynthetic process","BP"
"891","GO:0008610",0.0887391697711777,0.996945972507362,1,4,"lipid biosynthetic process","BP"
"1174","GO:0019752",0.0908670706335812,0.996586437725395,1,5,"carboxylic acid metabolic process","BP"
"607","GO:0006355",0.0937864262211244,0.959425361207672,7,159,"regulation of transcription, DNA-templated","BP"
"838","GO:0008242",0.0945765381178545,0.996521878792324,1,4,"omega peptidase activity","MF"
"1403","GO:0036374",0.107344004407603,0.995202191604191,1,5,"glutathione hydrolase activity","MF"
"62","GO:0000723",0.108554592370967,0.995090780127993,1,5,"telomere maintenance","BP"
"197","GO:0004089",0.116794847286023,0.994296698218033,1,5,"carbonate dehydratase activity","MF"
