"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"14","GO:0030245",0.0214315822334857,1,1,1,"cellulose catabolic process","BP"
"13","GO:0030047",0.0214366425825671,1,1,1,"actin modification","BP"
"6","GO:0006427",0.021457419124266,1,1,1,"histidyl-tRNA aminoacylation","BP"
"12","GO:0022904",0.0319783804123284,1,1,1,"respiratory electron transport chain","BP"
"1","GO:0000272",0.0379497081314594,0.999634671806635,1,2,"polysaccharide catabolic process","BP"
"5","GO:0006259",0.0414841098959474,0.999562654444443,1,2,"DNA metabolic process","BP"
"15","GO:0071705",0.0423623452497258,0.999543733058684,1,2,"nitrogen compound transport","BP"
"4","GO:0006013",0.0448576526087391,0.999487734653139,1,2,"mannose metabolic process","BP"
"7","GO:0008417",0.0207328133174971,0.998745516634392,2,10,"fucosyltransferase activity","MF"
"8","GO:0008810",0.0214315822334857,1,1,1,"cellulase activity","MF"
"10","GO:0018064",0.0214366425825671,1,1,1,"protein-histidine N-methyltransferase activity","MF"
"3","GO:0004821",0.021457419124266,1,1,1,"histidine-tRNA ligase activity","MF"
"11","GO:0020037",0.0335411274570097,0.992683666031566,4,55,"heme binding","MF"
"9","GO:0016712",0.0432528333931401,0.999524129390165,1,2,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"2","GO:0004559",0.0448576526087391,0.999487734653139,1,2,"alpha-mannosidase activity","MF"
