"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"215","GO:0045944",0.034163324423141,0.987224450876541,8,159,"positive regulation of transcription by RNA polymerase II","BP"
"188","GO:0042391",0.00361391757658163,0.999457702860776,5,44,"regulation of membrane potential","BP"
"22","GO:0001934",0.00824320520368596,0.99884951183754,4,34,"positive regulation of protein phosphorylation","BP"
"69","GO:0006996",0.00399445560224313,0.999554020421145,4,28,"organelle organization","BP"
"97","GO:0010629",0.0367267762767562,0.991764584473208,4,54,"negative regulation of gene expression","BP"
"280","GO:0070887",0.00517481574459637,0.999374355980325,4,30,"cellular response to chemical stimulus","BP"
"334","GO:1902531",0.00116104356819137,0.999911652546393,4,20,"regulation of intracellular signal transduction","BP"
"4","GO:0000398",0.0349575951395509,0.994443688270107,3,31,"mRNA splicing, via spliceosome","BP"
"21","GO:0001818",0.0452184006112893,0.992004936238108,3,34,"negative regulation of cytokine production","BP"
"59","GO:0006606",0.0104830728920493,0.998987737650034,3,19,"protein import into nucleus","BP"
"65","GO:0006915",0.0326768522250439,0.994962807215015,3,29,"apoptotic process","BP"
"67","GO:0006954",0.045397274700207,0.991960755408372,3,34,"inflammatory response","BP"
"70","GO:0007030",0.0169144280635555,0.998017358692076,3,22,"Golgi organization","BP"
"75","GO:0007610",0.0297898357613848,0.995580193557033,3,28,"behavior","BP"
"76","GO:0007611",0.0163294007022753,0.998095676484755,3,24,"learning or memory","BP"
"88","GO:0009967",0.0232132695160049,0.996878338512387,3,27,"positive regulation of signal transduction","BP"
"96","GO:0010506",0.00576474779983078,0.999567152866091,3,15,"regulation of autophagy","BP"
"134","GO:0030308",0.0234186793835969,0.99684013225846,3,27,"negative regulation of cell growth","BP"
"145","GO:0032088",0.0151817162634037,0.998291079964399,3,22,"negative regulation of NF-kappaB transcription factor activity","BP"
"162","GO:0033554",0.00793136978860907,0.999313252323009,3,18,"cellular response to stress","BP"
"207","GO:0045087",0.0477206217885634,0.991366612507763,3,35,"innate immune response","BP"
"231","GO:0048585",0.0292781079694456,0.995674372847706,3,29,"negative regulation of response to stimulus","BP"
"242","GO:0050804",0.0452808168995192,0.991976702887256,3,35,"modulation of chemical synaptic transmission","BP"
"254","GO:0051607",0.0103456307275163,0.999005857260926,3,19,"defense response to virus","BP"
"267","GO:0060627",0.0030127162805093,0.999825416102579,3,13,"regulation of vesicle-mediated transport","BP"
"291","GO:0071356",0.00572553304945496,0.999562969298826,3,17,"cellular response to tumor necrosis factor","BP"
"23","GO:0001938",0.0209109479269228,0.99872895331437,2,10,"positive regulation of endothelial cell proliferation","BP"
"25","GO:0002063",0.0174884521003746,0.999053448579429,2,9,"chondrocyte development","BP"
"57","GO:0006367",0.0114777293647707,0.999533681149219,2,7,"transcription initiation from RNA polymerase II promoter","BP"
"64","GO:0006887",0.0377196248260859,0.99671776322395,2,13,"exocytosis","BP"
"66","GO:0006952",0.034325644656632,0.997162377795806,2,13,"defense response","BP"
"82","GO:0009267",0.0455878192712209,0.995523913081974,2,15,"cellular response to starvation","BP"
"85","GO:0009792",0.0293889329909476,0.99779076867125,2,12,"embryo development ending in birth or egg hatching","BP"
"98","GO:0010647",0.0225653331579186,0.998571474673857,2,10,"positive regulation of cell communication","BP"
"103","GO:0010875",0.00181223944525586,0.999984883484968,2,3,"positive regulation of cholesterol efflux","BP"
"106","GO:0010951",0.00318712881833351,0.99994991757276,2,4,"negative regulation of endopeptidase activity","BP"
"113","GO:0016055",0.041684849654316,0.996169134698508,2,13,"Wnt signaling pathway","BP"
"119","GO:0018193",0.0140251627040135,0.999342787695732,2,8,"peptidyl-amino acid modification","BP"
"123","GO:0021537",0.0281707255552014,0.997957626615179,2,11,"telencephalon development","BP"
"124","GO:0022603",0.0302989396181243,0.997684567652949,2,12,"regulation of anatomical structure morphogenesis","BP"
"125","GO:0023056",0.0386460190743881,0.996592362935657,2,13,"positive regulation of signaling","BP"
"126","GO:0030162",0.0165395238029839,0.999130898390482,2,9,"regulation of proteolysis","BP"
"133","GO:0030278",0.004434431361712,0.99990421451234,2,5,"regulation of ossification","BP"
"139","GO:0030878",0.00463761996904163,0.999897478551887,2,5,"thyroid gland development","BP"
"142","GO:0031398",0.0366095586990858,0.996865760844341,2,13,"positive regulation of protein ubiquitination","BP"
"147","GO:0032269",0.00484221644192873,0.999890538113711,2,5,"negative regulation of cellular protein metabolic process","BP"
"151","GO:0032386",0.00461202251534642,0.999898335802903,2,5,"regulation of intracellular transport","BP"
"152","GO:0032456",0.0132298136595217,0.999398849854241,2,8,"endocytic recycling","BP"
"157","GO:0032728",0.00746608462180307,0.999788633063835,2,5,"positive regulation of interferon-beta production","BP"
"160","GO:0033365",0.0176198370567096,0.999042541857937,2,9,"protein localization to organelle","BP"
"179","GO:0036120",0.00532967948588206,0.999873381679328,2,5,"cellular response to platelet-derived growth factor stimulus","BP"
"195","GO:0043330",0.00343041765546804,0.999944011394379,2,4,"response to exogenous dsRNA","BP"
"201","GO:0044092",0.0193172428352737,0.998897710747696,2,9,"negative regulation of molecular function","BP"
"204","GO:0044344",0.00362480518981677,0.999939132095904,2,4,"cellular response to fibroblast growth factor stimulus","BP"
"211","GO:0045444",0.0434945669513915,0.995870774888241,2,14,"fat cell differentiation","BP"
"213","GO:0045596",0.0301487928044789,0.997702213834594,2,12,"negative regulation of cell differentiation","BP"
"214","GO:0045785",0.00737554704068881,0.999774583043782,2,6,"positive regulation of cell adhesion","BP"
"228","GO:0048477",0.0289018395428741,0.997910127128071,2,10,"oogenesis","BP"
"229","GO:0048538",0.00671967428151926,0.999804343001634,2,6,"thymus development","BP"
"238","GO:0050679",0.0403604788707613,0.99632201577817,2,14,"positive regulation of epithelial cell proliferation","BP"
"241","GO:0050731",0.0156051601582592,0.999226306257086,2,8,"positive regulation of peptidyl-tyrosine phosphorylation","BP"
"248","GO:0051050",0.0263362941167502,0.99815856742919,2,11,"positive regulation of transport","BP"
"260","GO:0060291",0.00967798161593436,0.999640440306866,2,7,"long-term synaptic potentiation","BP"
"265","GO:0060548",0.0392308035817381,0.996479950101756,2,14,"negative regulation of cell death","BP"
"282","GO:0070925",0.0138722716888619,0.999353700690453,2,8,"organelle assembly","BP"
"290","GO:0071347",0.0333645161209214,0.997283981097769,2,13,"cellular response to interleukin-1","BP"
"306","GO:0080134",0.0409068362710942,0.996244729053058,2,14,"regulation of response to stress","BP"
"319","GO:0120036",0.0479233552627526,0.995163445987144,2,15,"plasma membrane bounded cell projection organization","BP"
"329","GO:1902043",0.00215665836141749,0.99998032964564,2,3,"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","BP"
"1","GO:0000055",0.0205146226585087,1,1,1,"ribosomal large subunit export from nucleus","BP"
"3","GO:0000183",0.0440792087876677,0.999505559818545,1,2,"rDNA heterochromatin assembly","BP"
"5","GO:0000412",0.030716833111339,1,1,1,"histone peptidyl-prolyl isomerization","BP"
"8","GO:0000463",0.0481846474445031,0.999407904907446,1,2,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"9","GO:0000720",0.0231990754089256,1,1,1,"pyrimidine dimer repair by nucleotide-excision repair","BP"
"13","GO:0001550",0.0317126921183667,1,1,1,"ovarian cumulus expansion","BP"
"15","GO:0001675",0.0428468842353726,0.99953311844266,1,2,"acrosome assembly","BP"
"17","GO:0001744",0.0214085677121724,1,1,1,"optic lobe placode formation","BP"
"18","GO:0001746",0.0214085677121724,1,1,1,"Bolwig's organ morphogenesis","BP"
"19","GO:0001763",0.027822697259761,1,1,1,"morphogenesis of a branching structure","BP"
"24","GO:0001953",0.0280532528447103,1,1,1,"negative regulation of cell-matrix adhesion","BP"
"26","GO:0002165",0.0328906289036147,1,1,1,"instar larval or pupal development","BP"
"27","GO:0002227",0.0214089201446791,1,1,1,"innate immune response in mucosa","BP"
"28","GO:0002253",0.047518818356573,0.99942435510003,1,2,"activation of immune response","BP"
"29","GO:0002280",0.045156981046746,0.999480794498421,1,2,"monocyte activation involved in immune response","BP"
"30","GO:0002574",0.026292165099568,1,1,1,"thrombocyte differentiation","BP"
"31","GO:0002606",0.0214089201446791,1,1,1,"positive regulation of dendritic cell antigen processing and presentation","BP"
"32","GO:0002732",0.0214089201446791,1,1,1,"positive regulation of dendritic cell cytokine production","BP"
"33","GO:0002821",0.0231990754089256,1,1,1,"positive regulation of adaptive immune response","BP"
"34","GO:0002830",0.0214089201446791,1,1,1,"positive regulation of type 2 immune response","BP"
"35","GO:0002925",0.0214089201446791,1,1,1,"positive regulation of humoral immune response mediated by circulating immunoglobulin","BP"
"36","GO:0003337",0.0214085677121724,1,1,1,"mesenchymal to epithelial transition involved in metanephros morphogenesis","BP"
"55","GO:0006269",0.0444974932456842,0.999496021891244,1,2,"DNA replication, synthesis of RNA primer","BP"
"56","GO:0006346",0.0441137170791731,0.999504776471128,1,2,"DNA methylation-dependent heterochromatin assembly","BP"
"58","GO:0006398",0.0343223895881153,1,1,1,"mRNA 3'-end processing by stem-loop binding and cleavage","BP"
"60","GO:0006638",0.0236698876556084,1,1,1,"neutral lipid metabolic process","BP"
"61","GO:0006642",0.0231990754089256,1,1,1,"triglyceride mobilization","BP"
"62","GO:0006664",0.0454503371966976,0.999473946436188,1,2,"glycolipid metabolic process","BP"
"63","GO:0006777",0.0238797721885053,1,1,1,"Mo-molybdopterin cofactor biosynthetic process","BP"
"68","GO:0006965",0.0214089201446791,1,1,1,"positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria","BP"
"71","GO:0007390",0.0328906289036147,1,1,1,"germ-band shortening","BP"
"72","GO:0007458",0.0328906289036147,1,1,1,"progression of morphogenetic furrow involved in compound eye morphogenesis","BP"
"73","GO:0007501",0.0427350347968549,0.999535579762595,1,2,"mesodermal cell fate specification","BP"
"74","GO:0007591",0.0328906289036147,1,1,1,"molting cycle, chitin-based cuticle","BP"
"79","GO:0008258",0.0328906289036147,1,1,1,"head involution","BP"
"80","GO:0008362",0.0328906289036147,1,1,1,"chitin-based embryonic cuticle biosynthetic process","BP"
"81","GO:0009247",0.0454503371966976,0.999473946436188,1,2,"glycolipid biosynthetic process","BP"
"83","GO:0009452",0.0346685412431733,1,1,1,"7-methylguanosine RNA capping","BP"
"84","GO:0009629",0.0455843242423402,0.999470803382937,1,2,"response to gravity","BP"
"86","GO:0009909",0.030716833111339,1,1,1,"regulation of flower development","BP"
"87","GO:0009933",0.030716833111339,1,1,1,"meristem structural organization","BP"
"89","GO:0010046",0.0231990754089256,1,1,1,"response to mycotoxin","BP"
"90","GO:0010082",0.030716833111339,1,1,1,"regulation of root meristem growth","BP"
"91","GO:0010154",0.0214107484494155,1,1,1,"fruit development","BP"
"92","GO:0010305",0.030716833111339,1,1,1,"leaf vascular tissue pattern formation","BP"
"93","GO:0010338",0.030716833111339,1,1,1,"leaf formation","BP"
"94","GO:0010358",0.030716833111339,1,1,1,"leaf shaping","BP"
"95","GO:0010466",0.045201482671903,0.999479758613775,1,2,"negative regulation of peptidase activity","BP"
"100","GO:0010744",0.02424851633823,1,1,1,"positive regulation of macrophage derived foam cell differentiation","BP"
"101","GO:0010759",0.0216547461560398,1,1,1,"positive regulation of macrophage chemotaxis","BP"
"102","GO:0010847",0.0424060855347008,0.999542779978452,1,2,"regulation of chromatin assembly","BP"
"104","GO:0010883",0.0452081600792692,0.99947960308955,1,2,"regulation of lipid storage","BP"
"105","GO:0010886",0.0469956325446513,0.999437114527609,1,2,"positive regulation of cholesterol storage","BP"
"107","GO:0010955",0.042535073510181,0.999539963473382,1,2,"negative regulation of protein processing","BP"
"108","GO:0014857",0.0214085677121724,1,1,1,"regulation of skeletal muscle cell proliferation","BP"
"109","GO:0014858",0.0231990754089256,1,1,1,"positive regulation of skeletal muscle cell proliferation","BP"
"110","GO:0015966",0.0216547461560398,1,1,1,"diadenosine tetraphosphate biosynthetic process","BP"
"112","GO:0016045",0.0214089201446791,1,1,1,"detection of bacterium","BP"
"114","GO:0016074",0.0214092651155424,1,1,1,"snoRNA metabolic process","BP"
"122","GO:0019985",0.0423648365073404,0.999543678802645,1,2,"translesion synthesis","BP"
"128","GO:0030207",0.0211539661125585,1,1,1,"chondroitin sulfate catabolic process","BP"
"129","GO:0030213",0.0211539661125585,1,1,1,"hyaluronan biosynthetic process","BP"
"130","GO:0030214",0.0211539661125585,1,1,1,"hyaluronan catabolic process","BP"
"132","GO:0030277",0.0423628399092541,0.999543722285967,1,2,"maintenance of gastrointestinal epithelium","BP"
"136","GO:0030422",0.0423616991804233,0.999543747128614,1,2,"production of siRNA involved in RNA interference","BP"
"141","GO:0031393",0.0231990754089256,1,1,1,"negative regulation of prostaglandin biosynthetic process","BP"
"144","GO:0032071",0.0231990754089256,1,1,1,"regulation of endodeoxyribonuclease activity","BP"
"146","GO:0032240",0.0320494522211041,1,1,1,"negative regulation of nucleobase-containing compound transport","BP"
"149","GO:0032324",0.0238797721885053,1,1,1,"molybdopterin cofactor biosynthetic process","BP"
"150","GO:0032330",0.0423965489037347,0.999542987863787,1,2,"regulation of chondrocyte differentiation","BP"
"153","GO:0032498",0.0214089201446791,1,1,1,"detection of muramyl dipeptide","BP"
"156","GO:0032701",0.0214089201446791,1,1,1,"negative regulation of interleukin-18 production","BP"
"158","GO:0032740",0.0214089201446791,1,1,1,"positive regulation of interleukin-17 production","BP"
"159","GO:0033339",0.0304589252215585,1,1,1,"pectoral fin development","BP"
"163","GO:0034124",0.0234487053760925,1,1,1,"regulation of MyD88-dependent toll-like receptor signaling pathway","BP"
"165","GO:0034381",0.02424851633823,1,1,1,"plasma lipoprotein particle clearance","BP"
"166","GO:0034391",0.0231990754089256,1,1,1,"regulation of smooth muscle cell apoptotic process","BP"
"168","GO:0034983",0.0441167839668029,0.999504706821272,1,2,"peptidyl-lysine deacetylation","BP"
"169","GO:0035023",0.0296974220921703,1,1,1,"regulation of Rho protein signal transduction","BP"
"172","GO:0035147",0.0434767623758957,0.999519133355804,1,2,"branch fusion, open tracheal system","BP"
"173","GO:0035271",0.0214085677121724,1,1,1,"ring gland development","BP"
"174","GO:0035356",0.0231990754089256,1,1,1,"cellular triglyceride homeostasis","BP"
"175","GO:0035358",0.0231990754089256,1,1,1,"regulation of peroxisome proliferator activated receptor signaling pathway","BP"
"176","GO:0035811",0.0214146650641262,1,1,1,"negative regulation of urine volume","BP"
"177","GO:0035812",0.0214146650641262,1,1,1,"renal sodium excretion","BP"
"180","GO:0036261",0.0346685412431733,1,1,1,"7-methylguanosine cap hypermethylation","BP"
"181","GO:0036359",0.0214146650641262,1,1,1,"renal potassium excretion","BP"
"183","GO:0038127",0.0216547461560398,1,1,1,"ERBB signaling pathway","BP"
"184","GO:0040013",0.0223108908079585,1,1,1,"negative regulation of locomotion","BP"
"185","GO:0040019",0.0243690839693054,1,1,1,"positive regulation of embryonic development","BP"
"186","GO:0042274",0.0240739890465254,1,1,1,"ribosomal small subunit biogenesis","BP"
"187","GO:0042330",0.0212852786027605,1,1,1,"taxis","BP"
