"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"7","GO:0005515",0.0111202543703256,0.993468610480596,38,2812,"protein binding","MF"
"6","GO:0005509",0.0183183240710946,0.993865560791869,8,401,"calcium ion binding","MF"
"3","GO:0005200",0.000351596504037771,0.999990153097472,3,15,"structural constituent of cytoskeleton","MF"
"8","GO:0005576",0.0308697731963294,0.995153866637221,3,86,"extracellular region","CC"
"9","GO:0005871",0.0141986052473635,0.998370057734276,3,45,"kinesin complex","CC"
"10","GO:0005874",0.000645388426456628,0.999977270367207,3,17,"microtubule","CC"
"14","GO:0007017",0.000784409453558714,0.999970206193559,3,18,"microtubule-based process","BP"
"1","GO:0005044",0.0439266708961166,0.995485433552173,2,45,"scavenger receptor activity","MF"
"2","GO:0005164",0.0118006698861527,0.999438822701882,2,15,"tumor necrosis factor receptor binding","MF"
"4","GO:0005201",0.0257169735808654,0.998049168282919,2,31,"extracellular matrix structural constituent","MF"
"13","GO:0006955",0.0118006698861527,0.999438822701882,2,15,"immune response","BP"
"15","GO:0008061",0.00875487074579504,0.999636928027077,2,18,"chitin binding","MF"
"17","GO:0008234",0.035002531597771,0.996857540109276,2,33,"cysteine-type peptidase activity","MF"
"5","GO:0005471",0.0235325413289144,0.999860815478545,1,2,"ATP:ADP antiporter activity","MF"
"11","GO:0006206",0.00918043816688533,1,1,1,"pyrimidine nucleobase metabolic process","BP"
"12","GO:0006213",0.0227098129384548,0.999870432109573,1,2,"pyrimidine nucleoside metabolic process","BP"
"16","GO:0008131",0.0471337177480274,0.999155595198082,1,4,"primary amine oxidase activity","MF"
"18","GO:0009308",0.0471337177480274,0.999155595198082,1,4,"amine metabolic process","BP"
"19","GO:0140021",0.0235325413289144,0.999860815478545,1,2,"mitochondrial ADP transmembrane transport","BP"
"20","GO:1990544",0.0235325413289144,0.999860815478545,1,2,"mitochondrial ATP transmembrane transport","BP"
