"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"109","GO:0000112","plut2.m8.10671","nucleotide-excision repair factor 3 complex","CC",0.015494047,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","nucleotide-excision repair factor 3 complex","nucleus","C"
"110","GO:0000112","plut2.m8.10671","nucleotide-excision repair factor 3 complex","CC",0.015494047,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","nucleotide-excision repair factor 3 complex","nucleus","C"
"3811","GO:0005575","plut2.m8.7220","cellular_component","CC",0.03213374,-3.695337224,1.64e-16,"CvsHigh","P.lobata","Hawaii","cellular_component","other cellular component","C"
"3812","GO:0005575","plut2.m8.31557","cellular_component","CC",0.03213374,-1.266969454,0.007911212,"CvsHigh","P.lobata","Hawaii","cellular_component","other cellular component","C"
"3813","GO:0005575","plut2.m8.7220","cellular_component","CC",0.03213374,-3.2910173,5.72e-12,"CvsMid","P.lobata","Hawaii","cellular_component","other cellular component","C"
"3814","GO:0005575","plut2.m8.5800","cellular_component","CC",0.03213374,-1.834256806,0.018258134,"CvsMid","P.lobata","Hawaii","cellular_component","other cellular component","C"
"3815","GO:0005575","jamg1.model.xfSc0000800.1","cellular_component","CC",0.03213374,-1.821912475,0.000741426,"CvsMid","P.lobata","Hawaii","cellular_component","other cellular component","C"
"3816","GO:0005575","plut2.m8.16587","cellular_component","CC",0.03213374,-1.338480371,0.002884217,"CvsMid","P.lobata","Hawaii","cellular_component","other cellular component","C"
"3817","GO:0005575","plut2.m8.5800","cellular_component","CC",0.03213374,-1.697952149,0.048919107,"CvsHigh","P.lobata","Hawaii","cellular_component","other cellular component","C"
"3818","GO:0005576","plut2.m8.1221","extracellular region","CC",0.043876975,-2.314207757,9.92e-06,"CvsMid","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3819","GO:0005576","plut2.m8.33367","extracellular region","CC",0.043876975,-1.814069143,0.002020857,"CvsHigh","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3820","GO:0005576","plut2.m8.33377","extracellular region","CC",0.043876975,-1.68023545,0.040333312,"CvsHigh","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3821","GO:0005576","plut2.m8.7302","extracellular region","CC",0.043876975,1.145686845,0.01548172,"CvsHigh","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3822","GO:0005576","plut2.m8.8087","extracellular region","CC",0.043876975,-2.104678855,1.1e-08,"CvsHigh","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3823","GO:0005576","plut2.m8.1221","extracellular region","CC",0.043876975,-2.221626268,2.64e-05,"CvsHigh","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3824","GO:0005576","plut2.m8.21905","extracellular region","CC",0.043876975,1.362511909,0.000989128,"CvsMid","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3825","GO:0005576","plut2.m8.10411","extracellular region","CC",0.043876975,-1.599185928,0.002147226,"CvsMid","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3826","GO:0005576","plut2.m8.8087","extracellular region","CC",0.043876975,-1.781861996,1.25e-05,"CvsMid","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3827","GO:0005576","jamg1.model.Sc0000055.95","extracellular region","CC",0.043876975,-2.297504958,0.009771389,"CvsMid","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3828","GO:0005576","jamg1.model.Sc0000055.95","extracellular region","CC",0.043876975,2.650623071,0.019317022,"MidvsHigh","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3829","GO:0005576","plut2.m8.33367","extracellular region","CC",0.043876975,-2.595244666,3.48e-08,"CvsMid","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3830","GO:0005576","plut2.m8.22300","extracellular region","CC",0.043876975,-2.091451365,0.001564529,"CvsHigh","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3831","GO:0005576","plut2.m8.1212","extracellular region","CC",0.043876975,0.782628119,0.049528126,"CvsMid","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3832","GO:0005576","plut2.m8.24633","extracellular region","CC",0.043876975,-4.637749063,2.04e-57,"CvsHigh","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3833","GO:0005576","jamg1.model.Sc0000225.27","extracellular region","CC",0.043876975,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3834","GO:0005576","plut2.m8.24633","extracellular region","CC",0.043876975,-5.053257598,1.29e-68,"CvsMid","P.lobata","Hawaii","extracellular region","non-structural extracellular","C"
"3922","GO:0005675","plut2.m8.10671","transcription factor TFIIH holo complex","CC",0.041899828,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","holo TFIIH complex","nucleus","C"
