"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"2166","GO:0006646",0.000504795751142201,0.999996907964649,2,4,"phosphatidylethanolamine biosynthetic process","BP"
"1485","GO:0005112",0.00125668870800072,0.999942694241276,3,21,"Notch binding","MF"
"359","GO:0001654",0.00162306739677301,0.999918284982943,3,23,"eye development","BP"
"7570","GO:0043504",0.00197775889070295,0.999967691491283,2,7,"mitochondrial DNA repair","BP"
"1335","GO:0004713",0.00238701738761054,0.999579722527025,6,145,"protein tyrosine kinase activity","MF"
"7035","GO:0040016",0.00248495268687397,0.999954385872977,2,7,"embryonic cleavage","BP"
"4129","GO:0016477",0.00255351344478696,0.999635491363248,5,96,"cell migration","BP"
"1611","GO:0005537",0.00266436866376531,0.999947359890151,2,8,"mannose binding","MF"
"7525","GO:0043388",0.0027764437330647,0.999946058827845,2,7,"positive regulation of DNA binding","BP"
"1948","GO:0006264",0.00297075626344045,0.999936180875633,2,9,"mitochondrial DNA replication","BP"
"3198","GO:0009723",0.00302566784598011,0.999934388869261,2,9,"response to ethylene","BP"
"9949","GO:0060996",0.00308191068881419,0.999934398907041,2,8,"dendritic spine development","BP"
"7420","GO:0043139",0.00322256975020436,0.999929817658656,2,8,"5'-3' DNA helicase activity","MF"
"89","GO:0000245",0.00414603655138272,0.999892023853671,2,10,"spliceosomal complex assembly","BP"
"1450","GO:0005003",0.00440672878071888,0.999887286890676,2,8,"ephrin receptor activity","MF"
"3626","GO:0010971",0.00533652530085463,0.999839009201935,2,11,"positive regulation of G2/M transition of mitotic cell cycle","BP"
"9407","GO:0051881",0.00586521989546382,0.999811629414727,2,12,"regulation of mitochondrial membrane potential","BP"
"5076","GO:0030332",0.00657919187359873,0.999770985227693,2,14,"cyclin binding","MF"
"1675","GO:0005689",0.00691923011680517,0.999757952858311,2,12,"U12-type spliceosomal complex","CC"
"1451","GO:0005004",0.00703971355787972,1,1,1,"GPI-linked ephrin receptor activity","MF"
"1452","GO:0005005",0.00703971355787972,1,1,1,"transmembrane-ephrin receptor activity","MF"
"11391","GO:0097161",0.00703971355787972,1,1,1,"DH domain binding","MF"
"12453","GO:1902723",0.00703971355787972,1,1,1,"negative regulation of skeletal muscle satellite cell proliferation","BP"
"12454","GO:1902725",0.00703971355787972,1,1,1,"negative regulation of satellite cell differentiation","BP"
"13524","GO:2001108",0.00703971355787972,1,1,1,"positive regulation of Rho guanyl-nucleotide exchange factor activity","BP"
"474","GO:0001879",0.00713870788509267,1,1,1,"detection of yeast","BP"
"1576","GO:0005372",0.00728688821680111,1,1,1,"water transmembrane transporter activity","MF"
"3807","GO:0015252",0.00728688821680111,1,1,1,"proton channel activity","MF"
"7056","GO:0042044",0.00728688821680111,1,1,1,"fluid transport","BP"
"8362","GO:0046713",0.00728688821680111,1,1,1,"borate transport","BP"
"8363","GO:0046715",0.00728688821680111,1,1,1,"active borate transmembrane transporter activity","MF"
"3416","GO:0010454",0.00749363400788836,1,1,1,"negative regulation of cell fate commitment","BP"
"3417","GO:0010455",0.00749363400788836,1,1,1,"positive regulation of cell fate commitment","BP"
"3663","GO:0014038",0.00751111841110237,1,1,1,"regulation of Schwann cell differentiation","BP"
"11379","GO:0097125",0.00751111841110237,1,1,1,"cyclin B1-CDK1 complex","CC"
"8507","GO:0047710",0.00795123568948155,1,1,1,"bis(5'-adenosyl)-triphosphatase activity","MF"
"4453","GO:0019050",0.00799025393237928,1,1,1,"suppression by virus of host apoptotic process","BP"
"6920","GO:0036466",0.00799025393237928,1,1,1,"synaptic vesicle recycling via endosome","BP"
"9274","GO:0051434",0.00799025393237928,1,1,1,"BH3 domain binding","MF"
"11381","GO:0097136",0.00799025393237928,1,1,1,"Bcl-2 family protein complex","CC"
"12101","GO:1900118",0.00799025393237928,1,1,1,"negative regulation of execution phase of apoptosis","BP"
"12952","GO:1905218",0.00799025393237928,1,1,1,"cellular response to astaxanthin","BP"
"13361","GO:2000302",0.00799025393237928,1,1,1,"positive regulation of synaptic vesicle exocytosis","BP"
"13483","GO:2000809",0.00799025393237928,1,1,1,"positive regulation of synaptic vesicle clustering","BP"
"2603","GO:0007506",0.00799268677291317,1,1,1,"gonadal mesoderm development","BP"
"2613","GO:0007523",0.00799268677291317,1,1,1,"larval visceral muscle development","BP"
"6520","GO:0035169",0.00799268677291317,1,1,1,"lymph gland plasmatocyte differentiation","BP"
"6521","GO:0035170",0.00799268677291317,1,1,1,"lymph gland crystal cell differentiation","BP"
"7066","GO:0042065",0.00799268677291317,1,1,1,"glial cell growth","BP"
"8741","GO:0048626",0.00799268677291317,1,1,1,"myoblast fate specification","BP"
"10043","GO:0061320",0.00799268677291317,1,1,1,"pericardial nephrocyte differentiation","BP"
"11707","GO:0098975",0.00799268677291317,1,1,1,"postsynapse of neuromuscular junction","CC"
"11913","GO:0110122",0.00799268677291317,1,1,1,"myotube cell migration","BP"
"12704","GO:1903977",0.00799268677291317,1,1,1,"positive regulation of glial cell migration","BP"
"7960","GO:0045315",0.00806866902781406,1,1,1,"positive regulation of compound eye photoreceptor development","BP"
"13277","GO:2000047",0.00806866902781406,1,1,1,"regulation of cell-cell adhesion mediated by cadherin","BP"
"2357","GO:0007010",0.00807915159394764,0.999245921045974,3,45,"cytoskeleton organization","BP"
"7031","GO:0040012",0.00818620812720756,0.999683944206831,2,13,"regulation of locomotion","BP"
"4916","GO:0030032",0.00825425612800284,0.999676846283353,2,14,"lamellipodium assembly","BP"
"9663","GO:0060218",0.00844607709820293,0.999662603015085,2,15,"hematopoietic stem cell differentiation","BP"
"8307","GO:0046552",0.00858915968024239,1,1,1,"photoreceptor cell fate commitment","BP"
"6934","GO:0036509",0.00898414269261878,1,1,1,"trimming of terminal mannose on B branch","BP"
"2051","GO:0006468",0.00984472015569677,0.996583281523867,10,425,"protein phosphorylation","BP"
"990","GO:0003884",0.0104418285599995,1,1,1,"D-amino-acid oxidase activity","MF"
"4562","GO:0019478",0.0104418285599995,1,1,1,"D-amino acid catabolic process","BP"
"11120","GO:0089701",0.0108435275277804,1,1,1,"U2AF","CC"
"1313","GO:0004672",0.0110176326401252,0.996109817578153,10,439,"protein kinase activity","MF"
"9189","GO:0051225",0.0112044403097432,0.999490556819236,2,13,"spindle assembly","BP"
"4586","GO:0019646",0.0118078684783453,1,1,1,"aerobic electron transport chain","BP"
"9373","GO:0051724",0.0118078684783453,1,1,1,"NAD transmembrane transporter activity","MF"
"13169","GO:1990549",0.0118078684783453,1,1,1,"mitochondrial NAD transmembrane transport","BP"
"1314","GO:0004673",0.0119974575638328,1,1,1,"protein histidine kinase activity","MF"
"4381","GO:0018106",0.0119974575638328,1,1,1,"peptidyl-histidine phosphorylation","BP"
"7030","GO:0040011",0.012369884030407,0.998648080086243,3,47,"locomotion","BP"
"11029","GO:0072673",0.0132960849623607,1,1,1,"lamellipodium morphogenesis","BP"
"4175","GO:0016590",0.0142243350316216,1,1,1,"ACF complex","CC"
"6465","GO:0035041",0.0142243350316216,1,1,1,"sperm chromatin decondensation","BP"
"6472","GO:0035063",0.0142243350316216,1,1,1,"nuclear speck organization","BP"
"6479","GO:0035076",0.0142243350316216,1,1,1,"ecdysone receptor-mediated signaling pathway","BP"
"6485","GO:0035092",0.0142243350316216,1,1,1,"sperm chromatin condensation","BP"
"12056","GO:0150013",0.0144607335348635,1,1,1,"negative regulation of neuron projection arborization","BP"
"399","GO:0001729",0.014554174612943,1,1,1,"ceramide kinase activity","MF"
"3846","GO:0015432",0.0145739287544335,0.999204069404788,2,20,"ATPase-coupled bile acid transmembrane transporter activity","MF"
"13463","GO:2000739",0.014621855333603,0.999946508807641,1,2,"regulation of mesenchymal stem cell differentiation","BP"
"12656","GO:1903748",0.0146586042806588,1,1,1,"negative regulation of establishment of protein localization to mitochondrion","BP"
"12963","GO:1905259",0.0146586042806588,1,1,1,"negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway","BP"
"6524","GO:0035173",0.0148363922543972,0.999944921596442,1,2,"histone kinase activity","MF"
"1584","GO:0005452",0.0148605075845783,0.999944741721914,1,2,"inorganic anion exchanger activity","MF"
"2884","GO:0008467",0.0148901212377753,0.999944520431599,1,2,"[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity","MF"
"8715","GO:0048561",0.0149649766701725,1,1,1,"establishment of animal organ orientation","BP"
"10042","GO:0061317",0.0149649766701725,1,1,1,"canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment","BP"
"13275","GO:2000044",0.0149649766701725,1,1,1,"negative regulation of cardiac cell fate specification","BP"
"8217","GO:0046130",0.0150948260795648,0.999942978572463,1,2,"purine ribonucleoside catabolic process","BP"
"4740","GO:0021631",0.0151343996797564,0.999942678043447,1,2,"optic nerve morphogenesis","BP"
"2482","GO:0007229",0.0152151155751101,0.999153663785063,2,19,"integrin-mediated signaling pathway","BP"
"2600","GO:0007500",0.0152913578646753,0.999941478235028,1,2,"mesodermal cell fate determination","BP"
"3759","GO:0015106",0.0154055329692062,0.999940597597069,1,2,"bicarbonate transmembrane transporter activity","MF"
"3882","GO:0015701",0.0154055329692062,0.999940597597069,1,2,"bicarbonate transport","BP"
"5069","GO:0030324",0.0154189902118123,0.998160494924963,3,55,"lung development","BP"
"9788","GO:0060480",0.015449775316174,0.99994025457192,1,2,"lung goblet cell differentiation","BP"
"2594","GO:0007493",0.0154833794880869,0.999939993362839,1,2,"endodermal cell fate determination","BP"
"4899","GO:0030003",0.0154924937267615,0.99993992241782,1,2,"cellular cation homeostasis","BP"
"40","GO:0000112",0.0154940467669304,1,1,1,"nucleotide-excision repair factor 3 complex","CC"
"184","GO:0000717",0.0154940467669304,1,1,1,"nucleotide-excision repair, DNA duplex unwinding","BP"
"2003","GO:0006362",0.0154940467669304,1,1,1,"transcription elongation from RNA polymerase I promoter","BP"
"3009","GO:0009019",0.0155125428729559,0.999939766207061,1,2,"tRNA (guanine-N1-)-methyltransferase activity","MF"
"7268","GO:0042670",0.0157883863432047,0.999937596245244,1,2,"retinal cone cell differentiation","BP"
"13186","GO:1990646",0.0159647986016381,0.999936188178146,1,2,"cellular response to prolactin","BP"
"12151","GO:1900452",0.0159739125134064,0.999936115003554,1,2,"regulation of long-term synaptic depression","BP"
"6815","GO:0036018",0.016046900887153,0.999935527463035,1,2,"cellular response to erythropoietin","BP"
"2605","GO:0007509",0.0160478248631113,0.999935520007851,1,2,"mesoderm migration involved in gastrulation","BP"
"7340","GO:0042908",0.0161511853175427,0.999065346154504,2,21,"xenobiotic transport","BP"
"10652","GO:0071312",0.016381357830755,0.999932800472695,1,2,"cellular response to alkaloid","BP"
"11388","GO:0097155",0.0165489837917571,0.999931412308998,1,2,"fasciculation of sensory neuron axon","BP"
"12988","GO:1905448",0.0170248874093238,0.999927393188285,1,2,"positive regulation of mitochondrial ATP synthesis coupled electron transport","BP"
"13523","GO:2001107",0.017354603856078,0.999924540957689,1,2,"negative regulation of Rho guanyl-nucleotide exchange factor activity","BP"
"12813","GO:1904579",0.0175175399207071,0.999923111002676,1,2,"cellular response to thapsigargin","BP"
"1266","GO:0004571",0.0178880939687352,0.999919808527939,1,2,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity","MF"
"12779","GO:1904382",0.0178880939687352,0.999919808527939,1,2,"mannose trimming involved in glycoprotein ERAD pathway","BP"
"8265","GO:0046416",0.0182556002850387,0.99991646399163,1,2,"D-amino acid metabolic process","BP"
"10811","GO:0071716",0.0183719878463854,0.998854492566144,2,23,"leukotriene transport","BP"
"2545","GO:0007387",0.0183914296912158,1,1,1,"anterior compartment pattern formation","BP"
"2546","GO:0007388",0.0183914296912158,1,1,1,"posterior compartment specification","BP"
"3661","GO:0014036",0.0183914296912158,1,1,1,"neural crest cell fate specification","BP"
"1607","GO:0005524",0.0184355808572816,0.991451998360036,15,833,"ATP binding","MF"
"7844","GO:0044826",0.0185964844058123,0.999913300071811,1,2,"viral genome integration into host DNA","BP"
"6459","GO:0035024",0.0191361230155771,0.998798625655224,2,19,"negative regulation of Rho protein signal transduction","BP"
"2635","GO:0007596",0.0194088468311825,0.998767099377359,2,20,"blood coagulation","BP"
"3845","GO:0015431",0.0196751041458776,0.998724302443965,2,24,"ATPase-coupled glutathione S-conjugate transmembrane transporter activity","MF"
"1935","GO:0006228",0.0197894598018295,0.999901759744469,1,2,"UTP biosynthetic process","BP"
"11999","GO:0140115",0.0199757874121045,0.998698089829701,2,23,"export across plasma membrane","BP"
"741","GO:0002762",0.0200015494645691,0.999899631843694,1,2,"negative regulation of myeloid leukocyte differentiation","BP"
"2385","GO:0007059",0.0200763006609941,0.998696670958468,2,21,"chromosome segregation","BP"
"4380","GO:0018105",0.0201228294304294,0.997343127477354,3,58,"peptidyl-serine phosphorylation","BP"
"6466","GO:0035046",0.0203349251306427,0.99989624051461,1,2,"pronuclear migration","BP"
"4495","GO:0019215",0.0203925544446221,0.99989564849752,1,2,"intermediate filament binding","MF"
"8720","GO:0048568",0.020394238301448,0.99865613068629,2,23,"embryonic organ development","BP"
"12364","GO:1902230",0.0204223300392273,0.999895341950661,1,2,"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","BP"
"2530","GO:0007344",0.0218742171727446,0.999879842865583,1,2,"pronuclear fusion","BP"
"927","GO:0003674",0.0219096764805773,0.993808785455177,6,219,"molecular_function","MF"
"3281","GO:0009949",0.0219919887220597,0.999878538202299,1,2,"polarity specification of anterior/posterior axis","BP"
"2681","GO:0008037",0.0220479805099014,0.999877915431304,1,2,"cell recognition","BP"
"2058","GO:0006477",0.0221360777606588,0.999836114935835,1,3,"protein sulfation","BP"
"3692","GO:0014719",0.0222533644299361,0.999834364832237,1,3,"skeletal muscle satellite cell activation","BP"
"8173","GO:0045951",0.0224950908843746,0.999872884639124,1,2,"positive regulation of mitotic recombination","BP"
"6159","GO:0033683",0.0225015586540645,0.999872811111277,1,2,"nucleotide-excision repair, DNA incision","BP"
"4174","GO:0016589",0.0225084929872222,0.999872732255487,1,2,"NURF complex","CC"
"4238","GO:0016780",0.0225106875723368,0.999830492261096,1,3,"phosphotransferase activity, for other substituted phosphate groups","MF"
"7536","GO:0043408",0.0225141267108767,0.99844132351904,2,22,"regulation of MAPK cascade","BP"
"1144","GO:0004305",0.0226212701383911,0.999871446306917,1,2,"ethanolamine kinase activity","MF"
"5764","GO:0032433",0.0230250888664129,0.999822615259345,1,3,"filopodium tip","CC"
"2841","GO:0008360",0.0231324117823088,0.998365526272723,2,24,"regulation of cell shape","BP"
"4913","GO:0030027",0.0236720156766533,0.996676694876484,3,58,"lamellipodium","CC"
"3333","GO:0010085",0.0239705542091933,0.99985555353802,1,2,"polarity specification of proximal/distal axis","BP"
"8414","GO:0046902",0.0241675940035822,0.999853154226046,1,2,"regulation of mitochondrial membrane permeability","BP"
"7219","GO:0042542",0.024208775341709,0.99823484253847,2,27,"response to hydrogen peroxide","BP"
"4829","GO:0021952",0.0247370152105809,0.999795097772577,1,3,"central nervous system projection neuron axonogenesis","BP"
"5362","GO:0031213",0.0251304005409184,0.99984114245117,1,2,"RSF complex","CC"
"7774","GO:0044346",0.0251532536849449,0.999840851529568,1,2,"fibroblast apoptotic process","BP"
"5162","GO:0030628",0.0254968045744847,0.999782242084446,1,3,"pre-mRNA 3'-splice site binding","MF"
"13424","GO:2000601",0.0257148036458605,0.999833618251422,1,2,"positive regulation of Arp2/3 complex-mediated actin nucleation","BP"
"4199","GO:0016647",0.0257813275251445,0.999777326098837,1,3,"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor","MF"
"9342","GO:0051638",0.0265483093111087,0.99982258153005,1,2,"barbed-end actin filament uncapping","BP"
"12458","GO:1902745",0.0265483093111087,0.99982258153005,1,2,"positive regulation of lamellipodium organization","BP"
"10536","GO:0070901",0.0266435613668449,0.999821297393691,1,2,"mitochondrial tRNA methylation","BP"
"7858","GO:0045002",0.0267713108667484,0.999819567774864,1,2,"double-strand break repair via single-strand annealing","BP"
"12501","GO:1902990",0.0267713108667484,0.999819567774864,1,2,"mitotic telomere maintenance via semi-conservative replication","BP"
"12244","GO:1901564",0.0268259401168962,0.996036605354331,3,65,"organonitrogen compound metabolic process","BP"
"11057","GO:0075713",0.0269485748373715,0.999756577023801,1,3,"establishment of integrated proviral latency","BP"
"11456","GO:0097371",0.0276293859124408,0.999744042789575,1,3,"MDM2/MDM4 family protein binding","MF"
"6444","GO:0034998",0.0277168456364087,0.999806503360394,1,2,"oligosaccharyltransferase I complex","CC"
"1145","GO:0004307",0.0279692066342407,0.999802938195813,1,2,"ethanolaminephosphotransferase activity","MF"
"2637","GO:0007599",0.0281615252975034,0.997778666704797,2,26,"hemostasis","BP"
"2382","GO:0007052",0.0282611581905789,0.997783943845024,2,23,"mitotic spindle organization","BP"
"4841","GO:0021999",0.0286105203199798,0.99979372960883,1,2,"neural plate anterior/posterior regionalization","BP"
"1682","GO:0005721",0.0289819085482283,0.999718196004186,1,3,"pericentric heterochromatin","CC"
"10464","GO:0070652",0.0290972996074233,0.999715932560881,1,3,"HAUS complex","CC"
"9135","GO:0051089",0.0291104262566803,0.999715674495054,1,3,"constitutive protein ectodomain proteolysis","BP"
"13310","GO:2000146",0.0296203256487854,0.999705558129423,1,3,"negative regulation of cell motility","BP"
"12434","GO:1902603",0.0297435997389012,0.999703085475027,1,3,"carnitine transmembrane transport","BP"
"10216","GO:0062009",0.0297553932714629,0.999702848368925,1,3,"secondary palate development","BP"
"5360","GO:0031209",0.0301005334112385,0.999771510213619,1,2,"SCAR complex","CC"
