"","gene_id","GO.ID"
"1","jamg1.model.Sc0000000.123","GO:0005515"
"2","jamg1.model.Sc0000000.159","GO:0003700;GO:0006355;GO:0046983;GO:0003700,GO:0006355"
"3","jamg1.model.Sc0000000.231","GO:0004867"
"4","jamg1.model.Sc0000000.51","GO:0005576"
"5","jamg1.model.Sc0000000.53","GO:0005576;GO:0008061;GO:0008061;GO:0005576,GO:0008061"
"6","jamg1.model.Sc0000000.92","GO:0016021"
"7","jamg1.model.Sc0000000.93","GO:0016021"
"8","jamg1.model.Sc0000001.109","GO:0005515;GO:0042981;GO:0005515,GO:0042981"
"9","jamg1.model.Sc0000001.111","GO:0042981;GO:0005515;GO:0042981;GO:0005515,GO:0042981"
"10","jamg1.model.Sc0000001.114","GO:0005515;GO:0042981;GO:0005515,GO:0042981"
"11","jamg1.model.Sc0000001.127","GO:0005515"
"12","jamg1.model.Sc0000001.135","GO:0004930;GO:0007186;GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"13","jamg1.model.Sc0000001.196","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"14","jamg1.model.Sc0000001.199","GO:0005515"
"15","jamg1.model.Sc0000002.123","GO:0005347;GO:0055085;GO:0005347,GO:0055085"
"16","jamg1.model.Sc0000002.206","GO:0004930;GO:0007186;GO:0016021;GO:0016021;GO:0004977;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0004977,GO:0007186,GO:0016021"
"17","jamg1.model.Sc0000002.207","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"18","jamg1.model.Sc0000002.209","GO:0004930;GO:0007186;GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"19","jamg1.model.Sc0000002.23","GO:0005509"
"20","jamg1.model.Sc0000002.25","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"21","jamg1.model.Sc0000002.91","GO:0016020;GO:0005044;GO:0016020;GO:0005515;GO:0005044,GO:0016020"
"22","jamg1.model.Sc0000003.1","GO:0004869;GO:0008234;GO:0010951;GO:0004869;GO:0008234;GO:0004869;GO:0006508;GO:0008234;GO:0006508,GO:0008234"
"23","jamg1.model.Sc0000003.11","GO:0003874;GO:0006729;GO:0003874,GO:0006729"
"24","jamg1.model.Sc0000003.132","GO:0003824;GO:0009116;GO:0003824,GO:0009116"
"25","jamg1.model.Sc0000003.157","GO:0003677"
"26","jamg1.model.Sc0000003.2","GO:0005515;GO:0007165;GO:0005515,GO:0007165"
"27","jamg1.model.Sc0000003.3","GO:0003700;GO:0046872;GO:0061400;GO:0003700;GO:0046872;GO:0061400;GO:0006508;GO:0008234;GO:0006508,GO:0008234"
"28","jamg1.model.Sc0000003.70","GO:0003676;GO:0008270;GO:0003676,GO:0008270"
"29","jamg1.model.Sc0000004.28","GO:0003676"
"30","jamg1.model.Sc0000004.44","GO:0003676;GO:0008270;GO:0003676,GO:0008270"
"31","jamg1.model.Sc0000006.115","GO:0008083"
"32","jamg1.model.Sc0000006.96","GO:0005515"
"33","jamg1.model.Sc0000006.97","GO:0004869"
"34","jamg1.model.Sc0000007.105","GO:0008146;GO:0016021;GO:0008146,GO:0016021"
"35","jamg1.model.Sc0000009.110","GO:0006508;GO:0008237;GO:0008270;GO:0004222;GO:0006508;GO:0008237;GO:0006508,GO:0008237,GO:0008270;GO:0004222,GO:0006508"
"36","jamg1.model.Sc0000009.149","GO:0005856"
"37","jamg1.model.Sc0000009.157","GO:0005856"
"38","jamg1.model.Sc0000009.159","GO:0005515;GO:0007165;GO:0005515,GO:0007165"
"39","jamg1.model.Sc0000009.19","GO:0022857;GO:0055085;GO:0022857,GO:0055085"
"40","jamg1.model.Sc0000009.20","GO:0022857;GO:0055085;GO:0022857,GO:0055085"
"41","jamg1.model.Sc0000009.21","GO:0022857;GO:0055085;GO:0022857,GO:0055085"
"42","jamg1.model.Sc0000010.116","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"43","jamg1.model.Sc0000010.117","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"44","jamg1.model.Sc0000010.118","GO:0004930;GO:0007186;GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"45","jamg1.model.Sc0000010.44","GO:0003677"
"46","jamg1.model.Sc0000010.52","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"47","jamg1.model.Sc0000010.8","GO:0003677;GO:0000981;GO:0006355;GO:0000981,GO:0006355"
"48","jamg1.model.Sc0000010.95","GO:0006486;GO:0016020;GO:0006486,GO:0016020"
"49","jamg1.model.Sc0000011.143","GO:0004713;GO:0006468;GO:0005524;GO:0004672;GO:0006468;GO:0004672;GO:0005524;GO:0006468;GO:0004713,GO:0006468;GO:0004672,GO:0006468;GO:0004672,GO:0005524,GO:0006468"
"50","jamg1.model.Sc0000011.63","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"51","jamg1.model.Sc0000012.20","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"52","jamg1.model.Sc0000012.31","GO:0004930;GO:0007186;GO:0016021;GO:0004888;GO:0007166;GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0004888,GO:0007166,GO:0016021"
"53","jamg1.model.Sc0000013.133","GO:0005634;GO:0006355;GO:0005634,GO:0006355"
"54","jamg1.model.Sc0000013.141","GO:0005634;GO:0006974;GO:0048478;GO:0005634,GO:0006974,GO:0048478"
"55","jamg1.model.Sc0000013.149","GO:0042981"
"56","jamg1.model.Sc0000013.151","GO:0042981"
"57","jamg1.model.Sc0000013.25","GO:0003677;GO:0003677;GO:0006310;GO:0015074;GO:0003677,GO:0006310,GO:0015074"
"58","jamg1.model.Sc0000014.109","GO:0005272;GO:0006814;GO:0016020;GO:0005272,GO:0006814,GO:0016020"
"59","jamg1.model.Sc0000014.3","GO:0005515;GO:0007165;GO:0005515,GO:0007165"
"60","jamg1.model.Sc0000014.45","GO:0005515"
"61","jamg1.model.Sc0000014.82","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"62","jamg1.model.Sc0000014.87","GO:0004930;GO:0007186;GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"63","jamg1.model.Sc0000015.120","GO:0004674;GO:0005524;GO:0006468;GO:0004674,GO:0005524,GO:0006468"
"64","jamg1.model.Sc0000015.65","GO:0003723;GO:0005515;GO:0003723,GO:0005515"
"65","jamg1.model.Sc0000016.10","GO:0005515"
"66","jamg1.model.Sc0000016.9","GO:0005515"
"67","jamg1.model.Sc0000017.36","GO:0051015"
"68","jamg1.model.Sc0000018.138","GO:0016021"
"69","jamg1.model.Sc0000018.32","GO:0004420;GO:0015936;GO:0055114;GO:0004420;GO:0055114;GO:0015936;GO:0016616;GO:0055114;GO:0004420,GO:0015936,GO:0055114;GO:0004420,GO:0055114;GO:0015936,GO:0016616,GO:0055114"
"70","jamg1.model.Sc0000019.36","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"71","jamg1.model.Sc0000019.85","GO:0016021;GO:0004930;GO:0007186;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"72","jamg1.model.Sc0000021.100","GO:0005515;GO:0007165;GO:0005515,GO:0007165"
"73","jamg1.model.Sc0000021.101","GO:0003824;GO:0009116;GO:0003824,GO:0009116"
"74","jamg1.model.Sc0000021.114","GO:0015074;GO:0003676;GO:0005515"
"75","jamg1.model.Sc0000021.26","GO:0005509"
"76","jamg1.model.Sc0000021.27","GO:0046983"
"77","jamg1.model.Sc0000021.77","GO:0004930;GO:0007186;GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"78","jamg1.model.Sc0000021.96","GO:0005515;GO:0007165;GO:0005515,GO:0007165"
"79","jamg1.model.Sc0000022.80","GO:0016021"
"80","jamg1.model.Sc0000023.113","GO:0051087"
"81","jamg1.model.Sc0000023.74","GO:0005515"
