"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"508","GO:0005200",0.000410920601514889,0.999987856391712,3,15,"structural constituent of cytoskeleton","MF"
"877","GO:0007017",0.000720866884659495,0.999973407738549,3,18,"microtubule-based process","BP"
"621","GO:0005874",0.000720866884678601,0.999973407738548,3,18,"microtubule","CC"
"505","GO:0005164",0.00961528289344601,0.999589079398362,2,15,"tumor necrosis factor receptor binding","MF"
"683","GO:0006206",0.0100201704735586,1,1,1,"pyrimidine nucleobase metabolic process","BP"
"620","GO:0005871",0.0102924440737289,0.99895052510362,3,45,"kinesin complex","CC"
"868","GO:0006955",0.0109171745876074,0.999497958969786,2,16,"immune response","BP"
"927","GO:0008061",0.0137385160672146,0.999279133115551,2,18,"chitin binding","MF"
"685","GO:0006213",0.0199405826127857,0.999900241665634,1,2,"pyrimidine nucleoside metabolic process","BP"
"531","GO:0005471",0.0199405826128202,0.999900241665633,1,2,"ATP:ADP antiporter activity","MF"
"1940","GO:0140021",0.0199405826128202,0.999900241665633,1,2,"mitochondrial ADP transmembrane transport","BP"
"1960","GO:1990544",0.0199405826128202,0.999900241665633,1,2,"mitochondrial ATP transmembrane transport","BP"
"537","GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF"
"509","GO:0005201",0.0383710324555699,0.996389823980437,2,31,"extracellular matrix structural constituent","MF"
"942","GO:0008131",0.0394860691601916,0.999409314841293,1,4,"primary amine oxidase activity","MF"
"1092","GO:0009308",0.0394860691601916,0.999409314841293,1,4,"amine metabolic process","BP"
"965","GO:0008234",0.0430104234035176,0.995681514180527,2,33,"cysteine-type peptidase activity","MF"
"536","GO:0005509",0.0501389955889393,0.979667822882048,8,403,"calcium ion binding","MF"
"1776","GO:0048038",0.0586442377851483,0.998542660591312,1,6,"quinone binding","MF"
"550","GO:0005576",0.0600740503159837,0.98774184654922,3,89,"extracellular region","CC"
"542","GO:0005525",0.0674060240568186,0.977845905769601,5,217,"GTP binding","MF"
"949","GO:0008171",0.0680804668683919,0.997973136705884,1,7,"O-methyltransferase activity","MF"
"1266","GO:0016763",0.0680804668685304,0.997973136705875,1,7,"transferase activity, transferring pentosyl groups","MF"
"493","GO:0005044",0.0746637283212524,0.989707555930534,2,45,"scavenger receptor activity","MF"
"180","GO:0003924",0.0886632518598277,0.972930313850723,4,168,"GTPase activity","MF"
"236","GO:0004089",0.0958289761231633,0.995741678673455,1,10,"carbonate dehydratase activity","MF"
"1116","GO:0010181",0.113870353188687,0.993836012715877,1,12,"FMN binding","MF"
"65","GO:0000723",0.148887061471776,0.989082825412269,1,16,"telomere maintenance","BP"
"1237","GO:0016620",0.15742424589413,0.987707889394761,1,17,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF"
"579","GO:0005743",0.165876347652007,0.986261483929302,1,18,"mitochondrial inner membrane","CC"
"371","GO:0004601",0.174244209183703,0.984745160027467,1,19,"peroxidase activity","MF"
"524","GO:0005347",0.174244209187036,0.984745160026863,1,19,"ATP transmembrane transporter activity","MF"
"117","GO:0003678",0.206889813958785,0.97801088234876,1,23,"DNA helicase activity","MF"
"930","GO:0008080",0.206889813959183,0.978010882348672,1,23,"N-acetyltransferase activity","MF"
"903","GO:0007165",0.224892423323913,0.903601948725462,4,242,"signal transduction","BP"
"535","GO:0005507",0.230529560200717,0.972298592583836,1,26,"copper ion binding","MF"
"981","GO:0008289",0.230529560205747,0.97229859258257,1,26,"lipid binding","MF"
"870","GO:0006979",0.230529560210569,0.972298592581356,1,26,"response to oxidative stress","BP"
"1264","GO:0016757",0.238252850816768,0.970275995475897,1,27,"transferase activity, transferring glycosyl groups","MF"
"142","GO:0003777",0.325137642079415,0.941925896240593,1,39,"microtubule motor activity","MF"
"356","GO:0004553",0.371195983097493,0.922439327103514,1,46,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"124","GO:0003700",0.389346331696044,0.848643664281916,2,134,"DNA-binding transcription factor activity","MF"
"469","GO:0004842",0.408179657829603,0.904356434203813,1,52,"ubiquitin-protein transferase activity","MF"
"920","GO:0008017",0.414129930902352,0.901234542053865,1,53,"microtubule binding","MF"
"878","GO:0007018",0.431626460611151,0.891701600237655,1,56,"microtubule-based movement","BP"
"701","GO:0006281",0.443001399687826,0.885215482356492,1,58,"DNA repair","BP"
"777","GO:0006508",0.495069919000242,0.727205276983114,3,264,"proteolysis","BP"
"1183","GO:0016192",0.511620263966567,0.840967655052912,1,71,"vesicle-mediated transport","BP"
"1167","GO:0016020",0.52874351009813,0.624224593547447,7,682,"membrane","CC"
"1211","GO:0016491",0.551355346495932,0.675470308565793,3,287,"oxidoreductase activity","MF"
"303","GO:0004386",0.563074754734106,0.801501166814594,1,82,"helicase activity","MF"
"268","GO:0004252",0.567476304287613,0.797852307247176,1,83,"serine-type endopeptidase activity","MF"
"417","GO:0004713",0.620842592259033,0.749889095294305,1,96,"protein tyrosine kinase activity","MF"
"1609","GO:0035556",0.660851831600672,0.709025957686913,1,107,"intracellular signal transduction","BP"
"486","GO:0004930",0.678594728667937,0.588439928486228,2,232,"G protein-coupled receptor activity","MF"
"1298","GO:0016887",0.687287265589891,0.679452852683089,1,115,"ATPase activity","MF"
"909","GO:0007186",0.707327684354545,0.553901103956845,2,245,"G protein-coupled receptor signaling pathway","BP"
"638","GO:0005975",0.714586864157327,0.646548124056588,1,124,"carbohydrate metabolic process","BP"
"146","GO:0003824",0.727532204942872,0.481607048074182,3,374,"catalytic activity","MF"
"1395","GO:0020037",0.728716111682866,0.628500414142498,1,129,"heme binding","MF"
"574","GO:0005737",0.747336885346673,0.603576660621693,1,136,"cytoplasm","CC"
"717","GO:0006355",0.747349380197142,0.502410388064704,2,265,"regulation of transcription, DNA-templated","BP"
"1168","GO:0016021",0.757179251309758,0.384034274541966,6,740,"integral component of membrane","CC"
"1845","GO:0055114",0.813919631276184,0.339344658854668,4,557,"oxidation-reduction process","BP"
"554","GO:0005634",0.868317656939272,0.401781981188837,1,200,"nucleus","CC"
"1844","GO:0055085",0.910026530360384,0.237550672903859,2,396,"transmembrane transport","BP"
"406","GO:0004672",0.91150015173132,0.234561982085244,2,398,"protein kinase activity","MF"
"764","GO:0006468",0.912951284788311,0.231603618305112,2,400,"protein phosphorylation","BP"
"975","GO:0008270",0.94787015945624,0.155056907930178,2,461,"zinc ion binding","MF"
